"y1","y2","rnaseq_profile_id","sampling_region","sources"
-28.4796429924525,-7.99024501528278,487201777,"Mouse VISp - L4, L5, L6","VIS"
-27.5042861469872,-41.9072865176618,487201779,"Mouse VISp - L4, L5, L6","VIS"
-26.8155148888622,-41.3592410001558,487201797,"Mouse VISp - L4, L5, L6","VIS"
-25.7890122480112,-40.6010344698055,487201799,"Mouse VISp - L4, L5, L6","VIS"
-27.6794515055332,-41.9912442239588,487201801,"Mouse VISp - L4, L5, L6","VIS"
-27.7745933866803,-4.70882862376806,487201803,"Mouse VISp - L4, L5, L6","VIS"
-28.9315136178951,-7.46979414789001,487201805,"Mouse VISp - L4, L5, L6","VIS"
-27.555499017311,-41.6858751438753,487201807,"Mouse VISp - L4, L5, L6","VIS"
-27.0826917470607,-41.9692333514493,487201809,"Mouse VISp - L4, L5, L6","VIS"
-26.6163890002423,-41.0606264866542,487201811,"Mouse VISp - L4, L5, L6","VIS"
-25.5534376091013,-40.5139916471314,487201813,"Mouse VISp - L4, L5, L6","VIS"
-28.4460225344968,-2.39794107596194,487201815,"Mouse VISp - L4, L5, L6","VIS"
-28.7415581516819,-6.78813750086171,487201817,"Mouse VISp - L4, L5, L6","VIS"
-26.1490946699785,-41.7020339637392,487201819,"Mouse VISp - L4, L5, L6","VIS"
-26.2662960516943,-41.8600142759472,487201821,"Mouse VISp - L4, L5, L6","VIS"
-36.3092371067223,-3.15877047419089,487201823,"Mouse VISp - L4, L5, L6","VIS"
-27.5972050468359,-1.82684133297668,487201825,"Mouse VISp - L4, L5, L6","VIS"
-28.9524620879571,-7.34560485337907,487201827,"Mouse VISp - L4, L5, L6","VIS"
-29.019662653553,-7.09673898057588,487201829,"Mouse VISp - L4, L5, L6","VIS"
-29.1774752836371,-6.74273283273801,487201831,"Mouse VISp - L4, L5, L6","VIS"
-29.019223146494,-7.15704112648139,487201833,"Mouse VISp - L4, L5, L6","VIS"
-28.7085345247856,-8.43060926123337,487201835,"Mouse VISp - L4, L5, L6","VIS"
-27.7770229333433,-41.9370641087798,487201837,"Mouse VISp - L4, L5, L6","VIS"
-28.6729034068667,-8.35898842712568,487201839,"Mouse VISp - L4, L5, L6","VIS"
-26.2145073452298,-41.3448154614267,487201841,"Mouse VISp - L4, L5, L6","VIS"
-25.4795161262847,-40.9016195281075,487201843,"Mouse VISp - L4, L5, L6","VIS"
-26.1571498865901,-41.9054922105579,487202033,"Mouse VISp - L4, L5, L6","VIS"
-27.5227284507565,-2.02161588255558,487202035,"Mouse VISp - L4, L5, L6","VIS"
-26.5491631167447,-41.8581935638813,487202037,"Mouse VISp - L4, L5, L6","VIS"
-28.414385503752,-2.29216655727385,487202039,"Mouse VISp - L4, L5, L6","VIS"
-28.4129623924788,-7.91339684992376,487202041,"Mouse VISp - L4, L5, L6","VIS"
-28.7883311336739,-6.69028710596156,487202043,"Mouse VISp - L4, L5, L6","VIS"
-29.0512178137893,-5.97868798325862,487202045,"Mouse VISp - L4, L5, L6","VIS"
-8.62369488852219,-40.0763522833439,487202047,"Mouse VISp - L4, L5, L6","VIS"
-28.8757758460886,-6.10956715432887,487202049,"Mouse VISp - L4, L5, L6","VIS"
-26.3037533145924,-41.2596944006621,487202055,"Mouse VISp - L4, L5, L6","VIS"
-25.7622352293818,-40.5477167917325,487202057,"Mouse VISp - L4, L5, L6","VIS"
-25.9562653741166,-42.0931050104146,487202059,"Mouse VISp - L4, L5, L6","VIS"
-28.1560615625522,-41.2893366796784,487202061,"Mouse VISp - L4, L5, L6","VIS"
-28.3525051654651,-8.13371145533643,487202063,"Mouse VISp - L4, L5, L6","VIS"
-28.429149092549,-7.88426956468444,487202065,"Mouse VISp - L4, L5, L6","VIS"
-25.67453355702,-40.5704769814742,487202067,"Mouse VISp - L4, L5, L6","VIS"
-25.6859699037854,-40.5603260869827,487202069,"Mouse VISp - L4, L5, L6","VIS"
-27.7977174773115,-2.08199766502824,487202071,"Mouse VISp - L4, L5, L6","VIS"
-26.5943114007865,-41.4478146573971,487202077,"Mouse VISp - L4, L5, L6","VIS"
-39.2711163323822,-3.26849998001674,487202079,"Mouse VISp - L4, L5, L6","VIS"
-29.0184809263127,-8.19780008973052,487202081,"Mouse VISp - L4, L5, L6","VIS"
-29.0945925092633,-8.21000536426713,487202083,"Mouse VISp - L4, L5, L6","VIS"
-26.203923726527,-41.5709181613435,487202085,"Mouse VISp - L4, L5, L6","VIS"
-28.8713379269189,-6.34082288021688,487202087,"Mouse VISp - L4, L5, L6","VIS"
-26.0224711771891,-41.6161555793712,487202089,"Mouse VISp - L4, L5, L6","VIS"
-28.5466049395264,-7.68190578569922,487202091,"Mouse VISp - L4, L5, L6","VIS"
-27.555124870159,-41.8922373672113,487202093,"Mouse VISp - L4, L5, L6","VIS"
-27.7705555317172,-1.5279911385975,487202099,"Mouse VISp - L4, L5, L6","VIS"
-26.6539857001896,-41.0627396768554,487202101,"Mouse VISp - L4, L5, L6","VIS"
-28.8323852504396,-8.28082777641893,487202103,"Mouse VISp - L4, L5, L6","VIS"
-39.2769241512892,-3.250402761776,487202105,"Mouse VISp - L4, L5, L6","VIS"
-28.7353208322847,-7.44784129461503,487202107,"Mouse VISp - L4, L5, L6","VIS"
-28.4675550001947,-8.01488902581971,487202109,"Mouse VISp - L4, L5, L6","VIS"
-29.2691307268251,-6.70571880996228,487202111,"Mouse VISp - L4, L5, L6","VIS"
-27.2610014131368,-41.8207604157678,487202113,"Mouse VISp - L4, L5, L6","VIS"
-27.7450255143787,-1.67036233266135,487202115,"Mouse VISp - L4, L5, L6","VIS"
-26.8676589121879,-41.2588600502793,487202123,"Mouse VISp - L4, L5, L6","VIS"
-36.1444199390104,-3.13120202907934,487202125,"Mouse VISp - L4, L5, L6","VIS"
-26.9361974450253,-41.8417131946255,487202127,"Mouse VISp - L4, L5, L6","VIS"
-29.1421898254886,-8.4478026746401,487202129,"Mouse VISp - L4, L5, L6","VIS"
-27.5423604470433,-42.0339894981732,487202131,"Mouse VISp - L4, L5, L6","VIS"
-25.7519666055494,-40.6400514426759,487202133,"Mouse VISp - L4, L5, L6","VIS"
-28.5133049622104,-7.61619370111508,487202135,"Mouse VISp - L4, L5, L6","VIS"
-32.6591410608057,-36.3610718039538,487202137,"Mouse VISp - L4, L5, L6","VIS"
-26.6356499593166,-41.4524442125915,487202139,"Mouse VISp - L4, L5, L6","VIS"
-27.7854779402267,-41.8372493998511,487202147,"Mouse VISp - L4, L5, L6","VIS"
-46.509508953995,16.9192603132113,487202149,"Mouse VISp - L4, L5, L6","VIS"
-27.0970793191398,-41.5320541723234,487202151,"Mouse VISp - L4, L5, L6","VIS"
-28.7991439717529,-2.42855521032628,487202153,"Mouse VISp - L4, L5, L6","VIS"
-26.0236766313602,-40.9496587463272,487202155,"Mouse VISp - L4, L5, L6","VIS"
-27.7371047418794,-1.65241523169817,487202157,"Mouse VISp - L4, L5, L6","VIS"
-39.2731418100372,-3.13771735193898,487202159,"Mouse VISp - L4, L5, L6","VIS"
-28.6756809270757,-7.18528016282458,487202161,"Mouse VISp - L4, L5, L6","VIS"
-26.7812699690408,-41.3656365953595,487202163,"Mouse VISp - L4, L5, L6","VIS"
-39.5540593056311,-3.33876570446994,487202171,"Mouse VISp - L4, L5, L6","VIS"
-32.508309195197,-36.6016341441816,487202173,"Mouse VISp - L4, L5, L6","VIS"
3.10093978796806,-6.54540390776974,487202175,"Mouse VISp - L4, L5, L6","VIS"
-27.6968951403939,-2.08887633336899,487202177,"Mouse VISp - L4, L5, L6","VIS"
-27.5390612484486,-42.1654486542742,487202179,"Mouse VISp - L4, L5, L6","VIS"
-27.149899550477,-41.5577831405856,487202181,"Mouse VISp - L4, L5, L6","VIS"
-26.252405649343,-40.546523531801,487202183,"Mouse VISp - L4, L5, L6","VIS"
-39.3975042919229,-3.18303290982024,487202185,"Mouse VISp - L4, L5, L6","VIS"
-28.5644589631165,-8.64705491943863,487202187,"Mouse VISp - L4, L5, L6","VIS"
-27.9851241456192,-2.38557881912078,487202195,"Mouse VISp - L4, L5, L6","VIS"
-26.8582344184455,-41.345159669388,487202197,"Mouse VISp - L4, L5, L6","VIS"
-28.5803672748392,-41.1862899567824,487202199,"Mouse VISp - L4, L5, L6","VIS"
-39.2414157469725,-3.26923999870194,487202201,"Mouse VISp - L4, L5, L6","VIS"
-26.3187812564737,-42.1876072469301,487202203,"Mouse VISp - L4, L5, L6","VIS"
-36.1192079859009,18.3189788615602,487202205,"Mouse VISp - L4, L5, L6","VIS"
-25.7261163083275,-40.5267315480628,487202207,"Mouse VISp - L4, L5, L6","VIS"
-36.5358782925829,-3.25248001477711,487202209,"Mouse VISp - L4, L5, L6","VIS"
-39.4726178353873,-3.08036735643933,487202211,"Mouse VISp - L4, L5, L6","VIS"
22.7558090800871,40.7397778807581,502831637,"Mouse VISp - L1","VIS"
28.8863491904157,31.4631022021876,502831642,"Mouse VISp - L1","VIS"
30.6038215838017,31.4182873746053,502831648,"Mouse VISp - L1","VIS"
23.3240804075301,40.7481535456047,502831656,"Mouse VISp - L1","VIS"
28.1342056529261,32.0991359787357,502831661,"Mouse VISp - L1","VIS"
28.2456950385522,31.5338704722587,502831665,"Mouse VISp - L1","VIS"
22.7901383064153,40.1280141492206,502831673,"Mouse VISp - L1","VIS"
22.6498614150003,40.6960240493774,502831677,"Mouse VISp - L1","VIS"
54.7580410344847,-2.72444379538788,502831680,"Mouse VISp - L1","VIS"
54.7754187901718,-2.72261804060264,502831683,"Mouse VISp - L1","VIS"
54.7307353950118,-2.74309277481276,502831687,"Mouse VISp - L1","VIS"
53.2564713219801,-3.77454162803624,502831690,"Mouse VISp - L1","VIS"
53.1617429499548,-3.85634976544813,502831702,"Mouse VISp - L1","VIS"
53.5818928261222,-3.54292423658213,502831722,"Mouse VISp - L1","VIS"
47.0388304239108,-2.86300833651041,502831724,"Mouse VISp - L1","VIS"
51.9060065185924,-1.52870810444294,502831726,"Mouse VISp - L1","VIS"
54.1471458234099,-3.1045256247961,502831728,"Mouse VISp - L4","VIS"
54.7116493777533,-2.73968919867388,502831730,"Mouse VISp - L4","VIS"
53.1658584129196,-3.86837944610364,502831732,"Mouse VISp - L4","VIS"
53.2695057897077,-3.7728458561758,502831734,"Mouse VISp - L4","VIS"
53.3651607289631,-3.56930693871359,502831736,"Mouse VISp - L4","VIS"
53.3981864717178,-3.62225187291047,502831738,"Mouse VISp - L4","VIS"
54.248904420067,-2.97141478718853,502831740,"Mouse VISp - L4","VIS"
54.4503028761745,-2.89618782979224,502831742,"Mouse VISp - L4","VIS"
31.7549178913083,32.0673741458626,502831745,"Mouse VISp - L4","VIS"
27.728227383896,32.3778651238591,502831747,"Mouse VISp - L4","VIS"
47.8289418706722,-0.539074435162106,502831749,"Mouse VISp - L4","VIS"
28.7375530682319,31.363699996026,502831751,"Mouse VISp - L4","VIS"
30.0497890909833,31.4527852760322,502831753,"Mouse VISp - L4","VIS"
28.7555191517629,31.460436056814,502831755,"Mouse VISp - L4","VIS"
25.978160367037,35.346096063365,502831757,"Mouse VISp - L4","VIS"
25.5058874110707,35.532690816479,502831760,"Mouse VISp - L4","VIS"
22.4730258123066,40.7087195712694,502831762,"Mouse VISp - L2/3","VIS"
32.6363103311758,33.4989432239297,502831764,"Mouse VISp - L2/3","VIS"
27.6447238149735,38.2188795208492,502831766,"Mouse VISp - L2/3","VIS"
25.5483288681954,36.2065574134134,502831768,"Mouse VISp - L2/3","VIS"
23.5434523497227,40.9423196663315,502831770,"Mouse VISp - L2/3","VIS"
28.9608514552114,31.2738237902032,502831773,"Mouse VISp - L2/3","VIS"
25.1959589358706,36.8233443124395,502831775,"Mouse VISp - L2/3","VIS"
23.1251817520855,40.7127259170599,502831777,"Mouse VISp - L2/3","VIS"
24.1053726187261,38.8201234453091,502831797,"Mouse VISp - L5","VIS"
23.3341887046953,40.6460746880903,502831799,"Mouse VISp - L5","VIS"
-35.4265288471941,-22.1448877980378,502831801,"Mouse VISp - L5","VIS"
25.4834672148915,35.9638598562943,502831803,"Mouse VISp - L5","VIS"
23.2950388825928,40.6582166309046,502831805,"Mouse VISp - L5","VIS"
54.6336833866566,-2.80088208345032,502831807,"Mouse VISp - L5","VIS"
-28.1372763753195,31.7876196482074,502831810,"Mouse VISp - L5","VIS"
53.1610915147493,-1.4691988223259,502831812,"Mouse VISp - L5","VIS"
53.1398740397766,-3.75163348567074,502831814,"Mouse VISp - L5","VIS"
52.8579450494343,-0.997988039648092,502831816,"Mouse VISp - L5","VIS"
54.2766469139924,-2.97361529012441,502831818,"Mouse VISp - L5","VIS"
53.6765500997938,-3.37164304575854,502831820,"Mouse VISp - L5","VIS"
53.1313040885023,-0.98581818083903,502831822,"Mouse VISp - L5","VIS"
53.8082454452352,-3.05931410632051,502831824,"Mouse VISp - L5","VIS"
54.6332556602759,-2.74376670574848,502831826,"Mouse VISp - L5","VIS"
54.8072195374826,-2.68187388402249,502831828,"Mouse VISp - L5","VIS"
50.9537784858636,-1.74008707450496,502831830,"Mouse VISp - L4","VIS"
53.0722753140833,-1.31956309050349,502831832,"Mouse VISp - L4","VIS"
53.1316766295925,-1.2310199910382,502831834,"Mouse VISp - L4","VIS"
46.9609416079489,-2.88462922042971,502831836,"Mouse VISp - L4","VIS"
53.3114936714158,-3.68878695389724,502831840,"Mouse VISp - L4","VIS"
22.288669660042,40.622162011439,502831842,"Mouse VISp - L4","VIS"
23.2870656117018,40.6744636690311,502831844,"Mouse VISp - L4","VIS"
23.3815697943772,40.8780856177585,502831846,"Mouse VISp - L4","VIS"
31.0106432922831,34.5492419000421,502831848,"Mouse VISp - L4","VIS"
31.932230483991,33.3402151701388,502831850,"Mouse VISp - L4","VIS"
22.3164253367675,40.7483176419919,502831852,"Mouse VISp - L4","VIS"
23.0206926597155,40.8425810001425,502831854,"Mouse VISp - L4","VIS"
23.0025155913695,41.020327498492,502831857,"Mouse VISp - L4","VIS"
35.9869853270192,13.3116226658825,502831859,"Mouse VISp - L4","VIS"
43.8353459308785,6.45892051153126,502831861,"Mouse VISp - L4","VIS"
-39.5023932533579,-27.3049559883685,502831863,"Mouse VISp - L4","VIS"
38.5248850825184,10.4471070862822,502831865,"Mouse VISp - L2/3","VIS"
27.9144141049155,37.2712310302177,502831867,"Mouse VISp - L2/3","VIS"
43.9569197072101,6.61004428550845,502831869,"Mouse VISp - L2/3","VIS"
43.8479321336518,6.40421365789984,502831871,"Mouse VISp - L2/3","VIS"
35.4768171060419,12.6483683581675,502831873,"Mouse VISp - L2/3","VIS"
45.7912056049926,18.3933299256026,502831875,"Mouse VISp - L2/3","VIS"
32.0999753267932,33.3288456961361,502831878,"Mouse VISp - L2/3","VIS"
41.2737399688068,12.6841685518789,502831880,"Mouse VISp - L2/3","VIS"
35.5557528452412,12.7694812863427,502831882,"Mouse VISp - L2/3","VIS"
43.6988140853215,6.79213926092399,502831884,"Mouse VISp - L2/3","VIS"
44.1985644181017,7.01836242849375,502831886,"Mouse VISp - L2/3","VIS"
32.7588772410322,14.5354057280673,502831888,"Mouse VISp - L2/3","VIS"
45.9661706756424,17.8480474883799,502831890,"Mouse VISp - L2/3","VIS"
35.6494590205955,12.6030158574802,502831892,"Mouse VISp - L2/3","VIS"
35.9541844835266,12.0956859308319,502831894,"Mouse VISp - L2/3","VIS"
34.655923487934,15.0836897826924,502831899,"Mouse VISp - L1","VIS"
34.9488262936972,14.8106934764059,502831901,"Mouse VISp - L1","VIS"
28.4498277249539,6.81649085924617,502831903,"Mouse VISp - L1","VIS"
39.6191502831117,4.30021887473305,502831905,"Mouse VISp - L1","VIS"
34.8564544043332,14.8332263332253,502831907,"Mouse VISp - L1","VIS"
35.0439627910214,14.1242059357964,502831909,"Mouse VISp - L1","VIS"
38.2707158778532,10.0249046886133,502831911,"Mouse VISp - L1","VIS"
41.1986779038311,4.19204782311191,502831913,"Mouse VISp - L1","VIS"
37.6650234773969,8.81370270872507,502831915,"Mouse VISp - L1","VIS"
30.8586826196658,9.95863779232249,502831917,"Mouse VISp - L1","VIS"
31.2239376263864,9.85657946401072,502831919,"Mouse VISp - L1","VIS"
34.3546542298448,18.3831811100187,502831921,"Mouse VISp - L1","VIS"
32.3514459517059,9.04817955982858,502831923,"Mouse VISp - L1","VIS"
40.2132626773833,10.1411930983187,502831925,"Mouse VISp - L1","VIS"
30.0713425002425,3.41786316480554,502831927,"Mouse VISp - L1","VIS"
36.0403167419124,13.5153234341345,502831929,"Mouse VISp - L1","VIS"
38.8324680969143,8.72727455942561,502831931,"Mouse VISp - L6","VIS"
40.4581653226086,11.53348241373,502831933,"Mouse VISp - L6","VIS"
31.8390958737789,16.8646165917277,502831935,"Mouse VISp - L6","VIS"
38.3190701756658,9.96365247521944,502831937,"Mouse VISp - L6","VIS"
40.5075041892906,17.4407146942396,502831939,"Mouse VISp - L6","VIS"
45.3925184566481,18.720255392992,502831941,"Mouse VISp - L6","VIS"
42.9217727487487,16.837208531383,502831943,"Mouse VISp - L6","VIS"
41.9827078348546,5.30611778918369,502831945,"Mouse VISp - L6","VIS"
41.7919428347895,5.60891300229281,502831947,"Mouse VISp - L6","VIS"
41.1978623686075,9.88007138144385,502831949,"Mouse VISp - L6","VIS"
46.797536281332,15.1483960825668,502831954,"Mouse VISp - L6","VIS"
32.8162632229155,7.50708500895484,502831956,"Mouse VISp - L6","VIS"
43.1116855008267,15.3267056348804,502831958,"Mouse VISp - L6","VIS"
39.4051848452573,13.7555548790045,502831960,"Mouse VISp - L6","VIS"
35.5604057999091,12.7932942142754,502831962,"Mouse VISp - L6","VIS"
41.4981378442276,5.74827446106826,502831965,"Mouse VISp - L6","VIS"
35.9153471368319,10.7914300306677,502831967,"Mouse VISp - L5","VIS"
39.157827757576,10.2078478042447,502831969,"Mouse VISp - L5","VIS"
36.7990238277742,12.3247727308452,502831971,"Mouse VISp - L5","VIS"
36.6005258698939,10.9269782722834,502831973,"Mouse VISp - L5","VIS"
30.0249395239348,10.4598791621923,502831975,"Mouse VISp - L5","VIS"
43.3593993205247,15.1778294331908,502831977,"Mouse VISp - L5","VIS"
35.174334621586,13.3385134141038,502831979,"Mouse VISp - L5","VIS"
42.013215301162,5.79089934528953,502831982,"Mouse VISp - L5","VIS"
28.6026775718267,9.43661638336855,502831984,"Mouse VISp - L5","VIS"
32.6685981389117,18.3796438712014,502831986,"Mouse VISp - L5","VIS"
45.7542630232401,18.6340860023977,502831988,"Mouse VISp - L5","VIS"
32.8321565156952,11.9241320624193,502831990,"Mouse VISp - L5","VIS"
31.7625351015666,17.4011137729847,502831992,"Mouse VISp - L5","VIS"
44.467132182094,19.0560267144432,502831995,"Mouse VISp - L5","VIS"
48.7119377409279,11.4468937754765,502831997,"Mouse VISp - L5","VIS"
42.9713254989292,9.94063365052212,502831999,"Mouse VISp - L5","VIS"
33.3189614614646,2.47461873266747,502832001,"Mouse VISp - L5","VIS"
27.5883919986207,9.90944218456651,502832003,"Mouse VISp - L5","VIS"
38.6402190404292,8.99348244045276,502832005,"Mouse VISp - L5","VIS"
31.1898966482208,16.7180400968083,502832007,"Mouse VISp - L5","VIS"
39.6116983256275,10.0598264413003,502832009,"Mouse VISp - L5","VIS"
41.2456505378602,4.26945746850959,502832011,"Mouse VISp - L5","VIS"
42.7908049036789,10.0394427646937,502832013,"Mouse VISp - L5","VIS"
39.5002103278338,8.77491837046791,502832015,"Mouse VISp - L5","VIS"
43.2371736943154,13.9750759719085,502832017,"Mouse VISp - L2/3","VIS"
31.6058407210005,17.1722434898571,502832019,"Mouse VISp - L2/3","VIS"
38.810986368801,10.1554885057741,502832021,"Mouse VISp - L2/3","VIS"
38.9944453057499,9.32450701702992,502832023,"Mouse VISp - L2/3","VIS"
42.9942144508643,10.0110934792306,502832025,"Mouse VISp - L2/3","VIS"
35.1371430519724,13.8568549435333,502832027,"Mouse VISp - L2/3","VIS"
34.1111408043966,5.88163151096671,502832029,"Mouse VISp - L2/3","VIS"
39.1785283151004,14.2668551629369,502832031,"Mouse VISp - L2/3","VIS"
48.1090310030849,9.0667123250564,502832049,"Mouse VISp - L5","VIS"
39.3675330620361,6.79408300435103,502832052,"Mouse VISp - L5","VIS"
35.3370818444096,11.008033230344,502832054,"Mouse VISp - L5","VIS"
32.4369720094833,11.4155818795125,502832056,"Mouse VISp - L5","VIS"
38.6911033183916,8.65990486808886,502832058,"Mouse VISp - L5","VIS"
33.057861237718,4.9595653390161,502832060,"Mouse VISp - L5","VIS"
39.2408934695532,14.4201309027057,502832062,"Mouse VISp - L5","VIS"
37.5277513313676,9.08092070896366,502832064,"Mouse VISp - L5","VIS"
44.0742066966,19.0597731381409,502832067,"Mouse VISp - L2/3","VIS"
37.0286894090484,10.1897308219203,502832072,"Mouse VISp - L2/3","VIS"
35.2092012849284,5.02040512740549,502832074,"Mouse VISp - L2/3","VIS"
33.2679538164969,12.1539611396728,502832077,"Mouse VISp - L2/3","VIS"
42.5831439246265,15.9465674226016,502832081,"Mouse VISp - L2/3","VIS"
29.9652588649089,4.39320464482617,502832083,"Mouse VISp - L2/3","VIS"
32.5916107817856,3.22087376005682,502832085,"Mouse VISp - L2/3","VIS"
41.3839539279793,5.9176709512345,502832087,"Mouse VISp - L2/3","VIS"
41.1411618448396,5.78081290312071,502832090,"Mouse VISp - L2/3","VIS"
40.3339632636522,3.58771775797386,502832094,"Mouse VISp - L2/3","VIS"
30.2873589159282,5.32861525930903,502832098,"Mouse VISp - L2/3","VIS"
30.0875711587822,3.36529718564872,502832100,"Mouse VISp - L2/3","VIS"
30.1386557162058,3.56047443572319,502832104,"Mouse VISp - L2/3","VIS"
32.8316519877585,5.54521914812313,502832108,"Mouse VISp - L2/3","VIS"
34.8970794396284,7.73201785745186,502832119,"Mouse VISp - L2/3","VIS"
48.2757193742349,9.36886834781872,502832125,"Mouse VISp - L2/3","VIS"
35.2109758441521,10.6870758871753,502832130,"Mouse VISp - L6","VIS"
40.7703995805627,6.46749982243085,502832136,"Mouse VISp - L6","VIS"
33.3402157622704,6.61614184124573,502832141,"Mouse VISp - L6","VIS"
37.795113091155,14.9340738958594,502832151,"Mouse VISp - L6","VIS"
41.4141910610122,15.3489612673844,502832162,"Mouse VISp - L6","VIS"
41.5040055315903,15.3704263442033,502832168,"Mouse VISp - L6","VIS"
33.4842941912521,18.1802631272371,502832176,"Mouse VISp - L6","VIS"
41.0053785623825,6.03244619598437,502832189,"Mouse VISp - L6","VIS"
41.4865287283747,15.3752508966981,502832198,"Mouse VISp - L6","VIS"
41.1719836981967,15.2258591165814,502832212,"Mouse VISp - L6","VIS"
32.760981804549,15.6547668599206,502832230,"Mouse VISp - L6","VIS"
36.8130342015708,12.9021490543143,502832242,"Mouse VISp - L6","VIS"
32.1341753343116,11.4429661598009,502832261,"Mouse VISp - L6","VIS"
32.3598283610381,11.469820966176,502832283,"Mouse VISp - L6","VIS"
42.7156951266554,15.2451429875487,502832290,"Mouse VISp - L6","VIS"
36.5975033307472,12.6347828431369,502832293,"Mouse VISp - L6","VIS"
38.4198282424983,18.414339308837,502832307,"Mouse VISp - L5","VIS"
40.3335105159898,5.89288062265992,502832334,"Mouse VISp - L5","VIS"
40.480199504539,17.7375969400669,502832340,"Mouse VISp - L5","VIS"
35.8667042564567,10.7651754273976,502832350,"Mouse VISp - L5","VIS"
41.0358960809841,5.98965234703911,502832377,"Mouse VISp - L5","VIS"
41.0441814713898,15.0269597376418,502832386,"Mouse VISp - L5","VIS"
43.2477405577683,11.1979907416196,502832393,"Mouse VISp - L5","VIS"
41.7226088207935,15.4110073349583,502832399,"Mouse VISp - L5","VIS"
41.4494383057873,13.452876202801,502832407,"Mouse VISp - L5","VIS"
