"rnaseq_profile_id","sampling_region","sources"
536102248,"Mouse VISp - L5","VIS"
536102251,"Mouse VISp - L5","VIS"
536102253,"Mouse VISp - L5","VIS"
536102255,"Mouse VISp - L5","VIS"
536102260,"Mouse VISp - L5","VIS"
536102262,"Mouse VISp - L5","VIS"
536102264,"Mouse VISp - L5","VIS"
536102266,"Mouse VISp - L5","VIS"
536102268,"Mouse VISp - L5","VIS"
536102270,"Mouse VISp - L5","VIS"
536102272,"Mouse VISp - L5","VIS"
536102275,"Mouse VISp - L5","VIS"
536102277,"Mouse VISp - L5","VIS"
536102280,"Mouse VISp - L5","VIS"
536102282,"Mouse VISp - L5","VIS"
536102284,"Mouse VISp - L5","VIS"
536102287,"Mouse VISp - L5","VIS"
536102289,"Mouse VISp - L5","VIS"
536102291,"Mouse VISp - L5","VIS"
536102293,"Mouse VISp - L5","VIS"
536102295,"Mouse VISp - L5","VIS"
536102298,"Mouse VISp - L5","VIS"
536102300,"Mouse VISp - L5","VIS"
536102302,"Mouse VISp - L5","VIS"
536102304,"Mouse VISp - L5","VIS"
536102307,"Mouse VISp - L5","VIS"
536102309,"Mouse VISp - L5","VIS"
536102311,"Mouse VISp - L5","VIS"
536102420,"Mouse VISp - L5","VIS"
536102422,"Mouse VISp - L5","VIS"
536102425,"Mouse VISp - L5","VIS"
536102427,"Mouse VISp - L5","VIS"
536102429,"Mouse VISp - L5","VIS"
536102431,"Mouse VISp - L5","VIS"
536102434,"Mouse VISp - L5","VIS"
536102436,"Mouse VISp - L5","VIS"
536102438,"Mouse VISp - L5","VIS"
536102441,"Mouse VISp - L5","VIS"
536102443,"Mouse VISp - L5","VIS"
536102445,"Mouse VISp - L5","VIS"
536102447,"Mouse VISp - L5","VIS"
536102450,"Mouse VISp - L5","VIS"
536102452,"Mouse VISp - L5","VIS"
536102454,"Mouse VISp - L5","VIS"
536102456,"Mouse VISp - L5","VIS"
536102459,"Mouse VISp - L5","VIS"
536102461,"Mouse VISp - L5","VIS"
536102463,"Mouse VISp - L5","VIS"
536102466,"Mouse VISp - L5","VIS"
536102469,"Mouse VISp - L5","VIS"
536102471,"Mouse VISp - L5","VIS"
536102473,"Mouse VISp - L5","VIS"
536102476,"Mouse VISp - L5","VIS"
536102478,"Mouse VISp - L5","VIS"
536102481,"Mouse VISp - L5","VIS"
536102483,"Mouse VISp - L5","VIS"
536102485,"Mouse VISp - L5","VIS"
536102487,"Mouse VISp - L5","VIS"
536102489,"Mouse VISp - L5","VIS"
536102491,"Mouse VISp - L5","VIS"
536102493,"Mouse VISp - L5","VIS"
536102495,"Mouse VISp - L5","VIS"
536102497,"Mouse VISp - L5","VIS"
536102499,"Mouse VISp - L5","VIS"
536102501,"Mouse VISp - L5","VIS"
536102503,"Mouse VISp - L5","VIS"
536102505,"Mouse VISp - L5","VIS"
536102507,"Mouse VISp - L5","VIS"
536102509,"Mouse VISp - L5","VIS"
536102511,"Mouse VISp - L5","VIS"
536102513,"Mouse VISp - L5","VIS"
536102515,"Mouse VISp - L5","VIS"
536102517,"Mouse VISp - L5","VIS"
536102519,"Mouse VISp - L5","VIS"
536102521,"Mouse VISp - L5","VIS"
536102523,"Mouse VISp - L5","VIS"
536102526,"Mouse VISp - L5","VIS"
536102528,"Mouse VISp - L5","VIS"
536102531,"Mouse VISp - L5","VIS"
536102533,"Mouse VISp - L5","VIS"
536102535,"Mouse VISp - L5","VIS"
536102538,"Mouse VISp - L5","VIS"
536102540,"Mouse VISp - L5","VIS"
536102542,"Mouse VISp - L5","VIS"
536102545,"Mouse VISp - L5","VIS"
536102547,"Mouse VISp - L5","VIS"
536102549,"Mouse VISp - L5","VIS"
536102552,"Mouse VISp - L5","VIS"
536102561,"Mouse VISp - L5","VIS"
536102565,"Mouse VISp - L5","VIS"
536102568,"Mouse VISp - L5","VIS"
536102571,"Mouse VISp - L5","VIS"
536102601,"Mouse VISp - L5","VIS"
536102604,"Mouse VISp - L5","VIS"
536102607,"Mouse VISp - L5","VIS"
536102609,"Mouse VISp - L5","VIS"
536102612,"Mouse VISp - L5","VIS"
536102614,"Mouse VISp - L5","VIS"
536102616,"Mouse VISp - L5","VIS"
536102618,"Mouse VISp - L5","VIS"
536102628,"Mouse VISp - L5","VIS"
536102630,"Mouse VISp - L5","VIS"
536102632,"Mouse VISp - L5","VIS"
536102634,"Mouse VISp - L5","VIS"
536102801,"Mouse VISp - L5","VIS"
536102804,"Mouse VISp - L5","VIS"
536102808,"Mouse VISp - L5","VIS"
536102811,"Mouse VISp - L5","VIS"
536102814,"Mouse VISp - L5","VIS"
536102817,"Mouse VISp - L5","VIS"
536102822,"Mouse VISp - L5","VIS"
536102826,"Mouse VISp - L5","VIS"
536102866,"Mouse VISp - L5","VIS"
536102868,"Mouse VISp - L5","VIS"
536102870,"Mouse VISp - L5","VIS"
536102872,"Mouse VISp - L5","VIS"
536102874,"Mouse VISp - L5","VIS"
536102876,"Mouse VISp - L5","VIS"
536102878,"Mouse VISp - L5","VIS"
536102880,"Mouse VISp - L5","VIS"
536102882,"Mouse VISp - L5","VIS"
536102884,"Mouse VISp - L5","VIS"
536102886,"Mouse VISp - L5","VIS"
536102888,"Mouse VISp - L5","VIS"
536102890,"Mouse VISp - L5","VIS"
536102892,"Mouse VISp - L5","VIS"
536102894,"Mouse VISp - L5","VIS"
536102896,"Mouse VISp - L5","VIS"
536102964,"Mouse VISp - L5","VIS"
536102966,"Mouse VISp - L5","VIS"
536102968,"Mouse VISp - L5","VIS"
536102970,"Mouse VISp - L5","VIS"
536102972,"Mouse VISp - L5","VIS"
536102974,"Mouse VISp - L5","VIS"
536102976,"Mouse VISp - L5","VIS"
536102979,"Mouse VISp - L5","VIS"
536102981,"Mouse VISp - L5","VIS"
536102983,"Mouse VISp - L5","VIS"
536102985,"Mouse VISp - L5","VIS"
536102987,"Mouse VISp - L5","VIS"
536102989,"Mouse VISp - L5","VIS"
536102991,"Mouse VISp - L5","VIS"
536102993,"Mouse VISp - L5","VIS"
536102995,"Mouse VISp - L5","VIS"
536102997,"Mouse VISp - L5","VIS"
536102999,"Mouse VISp - L5","VIS"
536103001,"Mouse VISp - L5","VIS"
536103003,"Mouse VISp - L5","VIS"
536103005,"Mouse VISp - L5","VIS"
536103008,"Mouse VISp - L5","VIS"
536103010,"Mouse VISp - L5","VIS"
536103012,"Mouse VISp - L5","VIS"
536103014,"Mouse VISp - L5","VIS"
536103016,"Mouse VISp - L5","VIS"
536103018,"Mouse VISp - L5","VIS"
536103020,"Mouse VISp - L5","VIS"
536103022,"Mouse VISp - L5","VIS"
536103024,"Mouse VISp - L5","VIS"
536103026,"Mouse VISp - L5","VIS"
536103028,"Mouse VISp - L5","VIS"
536103049,"Mouse VISp - L2/3","VIS"
536103051,"Mouse VISp - L2/3","VIS"
536103055,"Mouse VISp - L2/3","VIS"
536103058,"Mouse VISp - L2/3","VIS"
536103060,"Mouse VISp - L4","VIS"
536103062,"Mouse VISp - L4","VIS"
536103064,"Mouse VISp - L4","VIS"
536103066,"Mouse VISp - L4","VIS"
536103068,"Mouse VISp - L2/3","VIS"
536103070,"Mouse VISp - L2/3","VIS"
536103072,"Mouse VISp - L2/3","VIS"
536103074,"Mouse VISp - L2/3","VIS"
536103076,"Mouse VISp - L2/3","VIS"
536103078,"Mouse VISp - L2/3","VIS"
536103080,"Mouse VISp - L2/3","VIS"
536103082,"Mouse VISp - L2/3","VIS"
536103171,"Mouse VISp - L5","VIS"
536103173,"Mouse VISp - L5","VIS"
536103175,"Mouse VISp - L5","VIS"
536103177,"Mouse VISp - L5","VIS"
536103179,"Mouse VISp - L5","VIS"
536103181,"Mouse VISp - L5","VIS"
536103183,"Mouse VISp - L5","VIS"
536103185,"Mouse VISp - L5","VIS"
536103187,"Mouse VISp - L5","VIS"
536103189,"Mouse VISp - L5","VIS"
536103191,"Mouse VISp - L5","VIS"
536103193,"Mouse VISp - L5","VIS"
536103195,"Mouse VISp - L5","VIS"
536103197,"Mouse VISp - L5","VIS"
536103200,"Mouse VISp - L5","VIS"
536103202,"Mouse VISp - L5","VIS"
536103204,"Mouse VISp - L5","VIS"
536103206,"Mouse VISp - L5","VIS"
536103208,"Mouse VISp - L5","VIS"
536103210,"Mouse VISp - L5","VIS"
536103212,"Mouse VISp - L5","VIS"
536103214,"Mouse VISp - L6","VIS"
536103216,"Mouse VISp - L6","VIS"
536103218,"Mouse VISp - L6","VIS"
536103221,"Mouse VISp - L6","VIS"
536103224,"Mouse VISp - L5","VIS"
536103227,"Mouse VISp - L5","VIS"
536103229,"Mouse VISp - L5","VIS"
536103233,"Mouse VISp - L5","VIS"
536103235,"Mouse VISp - L5","VIS"
536103238,"Mouse VISp - L5","VIS"
536103243,"Mouse VISp - L5","VIS"
536103245,"Mouse VISp - L5","VIS"
536103247,"Mouse VISp - L5","VIS"
536103249,"Mouse VISp - L5","VIS"
536103316,"Mouse VISp - L6","VIS"
536103318,"Mouse VISp - L5","VIS"
536103320,"Mouse VISp - L5","VIS"
536103322,"Mouse VISp - L5","VIS"
536103324,"Mouse VISp - L5","VIS"
536103326,"Mouse VISp - L5","VIS"
536103328,"Mouse VISp - L5","VIS"
536103334,"Mouse VISp - L5","VIS"
536103336,"Mouse VISp - L5","VIS"
536103338,"Mouse VISp - L5","VIS"
536103340,"Mouse VISp - L5","VIS"
536103342,"Mouse VISp - L5","VIS"
536103344,"Mouse VISp - L5","VIS"
536103346,"Mouse VISp - L5","VIS"
536103348,"Mouse VISp - L5","VIS"
536103350,"Mouse VISp - L5","VIS"
536103352,"Mouse VISp - L5","VIS"
536103354,"Mouse VISp - L5","VIS"
536103356,"Mouse VISp - L5","VIS"
536103358,"Mouse VISp - L5","VIS"
536103360,"Mouse VISp - L5","VIS"
536103362,"Mouse VISp - L5","VIS"
536103364,"Mouse VISp - L5","VIS"
536103366,"Mouse VISp - L5","VIS"
536103368,"Mouse VISp - L5","VIS"
536103370,"Mouse VISp - L5","VIS"
536103372,"Mouse VISp - L5","VIS"
536103374,"Mouse VISp - L5","VIS"
536103376,"Mouse VISp - L5","VIS"
536103378,"Mouse VISp - L5","VIS"
536103380,"Mouse VISp - L5","VIS"
536103382,"Mouse VISp - L5","VIS"
536103384,"Mouse VISp - L5","VIS"
536103386,"Mouse VISp - L5","VIS"
536103388,"Mouse VISp - L5","VIS"
536103390,"Mouse VISp - L5","VIS"
536103394,"Mouse VISp - L5","VIS"
536103398,"Mouse VISp - L5","VIS"
536103402,"Mouse VISp - L5","VIS"
536103406,"Mouse VISp - L5","VIS"
536103410,"Mouse VISp - L5","VIS"
536103414,"Mouse VISp - L5","VIS"
536103418,"Mouse VISp - L5","VIS"
536103422,"Mouse VISp - L5","VIS"
536103434,"Mouse VISp - L5","VIS"
536103436,"Mouse VISp - L5","VIS"
536103438,"Mouse VISp - L5","VIS"
536103440,"Mouse VISp - L5","VIS"
536103442,"Mouse VISp - L5","VIS"
536103444,"Mouse VISp - L5","VIS"
536103446,"Mouse VISp - L5","VIS"
536103448,"Mouse VISp - L5","VIS"
536103450,"Mouse VISp - L5","VIS"
536103452,"Mouse VISp - L5","VIS"
536103454,"Mouse VISp - L5","VIS"
536103456,"Mouse VISp - L5","VIS"
536103592,"Mouse VISp - L5","VIS"
536103594,"Mouse VISp - L5","VIS"
536103596,"Mouse VISp - L5","VIS"
536103598,"Mouse VISp - L5","VIS"
536103600,"Mouse VISp - L5","VIS"
536103602,"Mouse VISp - L5","VIS"
536103604,"Mouse VISp - L5","VIS"
536103606,"Mouse VISp - L5","VIS"
536103608,"Mouse VISp - L5","VIS"
536103611,"Mouse VISp - L5","VIS"
536103615,"Mouse VISp - L5","VIS"
536103620,"Mouse VISp - L5","VIS"
536103624,"Mouse VISp - L5","VIS"
536103628,"Mouse VISp - L5","VIS"
536103631,"Mouse VISp - L5","VIS"
536103635,"Mouse VISp - L5","VIS"
536103639,"Mouse VISp - L5","VIS"
536103644,"Mouse VISp - L5","VIS"
536103648,"Mouse VISp - L5","VIS"
536103664,"Mouse VISp - L5","VIS"
536103666,"Mouse VISp - L5","VIS"
536103668,"Mouse VISp - L5","VIS"
536103670,"Mouse VISp - L5","VIS"
536103672,"Mouse VISp - L5","VIS"
536103674,"Mouse VISp - L5","VIS"
536103677,"Mouse VISp - L5","VIS"
536103681,"Mouse VISp - L5","VIS"
536103683,"Mouse VISp - L5","VIS"
536103688,"Mouse VISp - L5","VIS"
536103693,"Mouse VISp - L5","VIS"
536103695,"Mouse VISp - L5","VIS"
536103697,"Mouse VISp - L5","VIS"
536103699,"Mouse VISp - L5","VIS"
536103701,"Mouse VISp - L5","VIS"
536103704,"Mouse VISp - L5","VIS"
536103706,"Mouse VISp - L5","VIS"
536103708,"Mouse VISp - L5","VIS"
536103710,"Mouse VISp - L5","VIS"
536103712,"Mouse VISp - L5","VIS"
536103731,"Mouse VISp - L5","VIS"
536103733,"Mouse VISp - L5","VIS"
536103735,"Mouse VISp - L5","VIS"
536103737,"Mouse VISp - L5","VIS"
536103739,"Mouse VISp - L5","VIS"
536103741,"Mouse VISp - L5","VIS"
536103744,"Mouse VISp - L5","VIS"
536103746,"Mouse VISp - L5","VIS"
536158670,"Mouse VISp - L1","VIS"
536158675,"Mouse VISp - L1","VIS"
536158677,"Mouse VISp - L1","VIS"
536158679,"Mouse VISp - L1","VIS"
536158681,"Mouse VISp - L1","VIS"
536158683,"Mouse VISp - L1","VIS"
536158687,"Mouse VISp - L1","VIS"
536158705,"Mouse VISp - L1","VIS"
536158707,"Mouse VISp - L1","VIS"
536158709,"Mouse VISp - L1","VIS"
536158711,"Mouse VISp - L1","VIS"
536158714,"Mouse VISp - L1","VIS"
536158716,"Mouse VISp - L5","VIS"
536158718,"Mouse VISp - L5","VIS"
536158720,"Mouse VISp - L5","VIS"
536158722,"Mouse VISp - L5","VIS"
536158724,"Mouse VISp - L5","VIS"
536158727,"Mouse VISp - L5","VIS"
536158729,"Mouse VISp - L5","VIS"
536158731,"Mouse VISp - L5","VIS"
536158733,"Mouse VISp - L5","VIS"
536158737,"Mouse VISp - L5","VIS"
536158739,"Mouse VISp - L5","VIS"
536158741,"Mouse VISp - L5","VIS"
536158743,"Mouse VISp - L6","VIS"
536158745,"Mouse VISp - L2/3","VIS"
536158747,"Mouse VISp - L2/3","VIS"
536158749,"Mouse VISp - L2/3","VIS"
536158751,"Mouse VISp - L2/3","VIS"
536158753,"Mouse VISp - L2/3","VIS"
536158755,"Mouse VISp - L2/3","VIS"
536158757,"Mouse VISp - L5","VIS"
536158759,"Mouse VISp - L5","VIS"
536158761,"Mouse VISp - L6","VIS"
536158763,"Mouse VISp - L6","VIS"
536158765,"Mouse VISp - L6","VIS"
536158767,"Mouse VISp - L5","VIS"
536158769,"Mouse VISp - L5","VIS"
536158771,"Mouse VISp - L5","VIS"
536158774,"Mouse VISp - L5","VIS"
536158776,"Mouse VISp - L5","VIS"
536158778,"Mouse VISp - L5","VIS"
536158782,"Mouse VISp - L5","VIS"
536158784,"Mouse VISp - L5","VIS"
536158786,"Mouse VISp - L5","VIS"
536158788,"Mouse VISp - L5","VIS"
536158790,"Mouse VISp - L5","VIS"
536158792,"Mouse VISp - L5","VIS"
536158794,"Mouse VISp - L5","VIS"
536158796,"Mouse VISp - L5","VIS"
536158798,"Mouse VISp - L5","VIS"
536158800,"Mouse VISp - L5","VIS"
536158802,"Mouse VISp - L5","VIS"
536158804,"Mouse VISp - L5","VIS"
536158806,"Mouse VISp - L5","VIS"
536158808,"Mouse VISp - L4","VIS"
536158810,"Mouse VISp - L5","VIS"
536158812,"Mouse VISp - L5","VIS"
536158816,"Mouse VISp - L5","VIS"
536158818,"Mouse VISp - L5","VIS"
536158821,"Mouse VISp - L5","VIS"
536158823,"Mouse VISp - L5","VIS"
536158825,"Mouse VISp - L5","VIS"
536158827,"Mouse VISp - L4","VIS"
536158829,"Mouse VISp - L4","VIS"
536158831,"Mouse VISp - L4","VIS"
536158833,"Mouse VISp - L4","VIS"
536158835,"Mouse VISp - L4","VIS"
536158837,"Mouse VISp - L4","VIS"
536158841,"Mouse VISp - L4","VIS"
536158843,"Mouse VISp - L4","VIS"
536158845,"Mouse VISp - L5","VIS"
536158847,"Mouse VISp - L5","VIS"
536158849,"Mouse VISp - L5","VIS"
536158851,"Mouse VISp - L5","VIS"
536158853,"Mouse VISp - L5","VIS"
536158855,"Mouse VISp - L5","VIS"
536158857,"Mouse VISp - L5","VIS"
536158859,"Mouse VISp - L5","VIS"
536158861,"Mouse VISp - L5","VIS"
536158863,"Mouse VISp - L5","VIS"
536158866,"Mouse VISp - L5","VIS"
536158868,"Mouse VISp - L5","VIS"
536158870,"Mouse VISp - L5","VIS"
536158872,"Mouse VISp - L5","VIS"
536158874,"Mouse VISp - L5","VIS"
536158876,"Mouse VISp - L5","VIS"
536158895,"Mouse VISp - L1","VIS"
536158897,"Mouse VISp - L1","VIS"
536158901,"Mouse VISp - L1","VIS"
536158903,"Mouse VISp - L1","VIS"
536158905,"Mouse VISp - L1","VIS"
536158907,"Mouse VISp - L1","VIS"
536158909,"Mouse VISp - L1","VIS"
536158911,"Mouse VISp - L1","VIS"
536158913,"Mouse VISp - L1","VIS"
536158915,"Mouse VISp - L1","VIS"
536158917,"Mouse VISp - L1","VIS"
536158919,"Mouse VISp - L1","VIS"
536158921,"Mouse VISp - L1","VIS"
536158923,"Mouse VISp - L5","VIS"
536158925,"Mouse VISp - L5","VIS"
536158927,"Mouse VISp - L5","VIS"
536158929,"Mouse VISp - L5","VIS"
536158931,"Mouse VISp - L5","VIS"
536158933,"Mouse VISp - L5","VIS"
536158935,"Mouse VISp - L5","VIS"
536158937,"Mouse VISp - L5","VIS"
536158939,"Mouse VISp - L5","VIS"
536158941,"Mouse VISp - L5","VIS"
536158943,"Mouse VISp - L5","VIS"
536158945,"Mouse VISp - L5","VIS"
536158947,"Mouse VISp - L5","VIS"
536158949,"Mouse VISp - L5","VIS"
536158951,"Mouse VISp - L5","VIS"
536158953,"Mouse VISp - L5","VIS"
536158955,"Mouse VISp - L5","VIS"
536158957,"Mouse VISp - L5","VIS"
536158959,"Mouse VISp - L5","VIS"
536158961,"Mouse VISp - L5","VIS"
536158963,"Mouse VISp - L5","VIS"
536158965,"Mouse VISp - L5","VIS"
536158967,"Mouse VISp - L5","VIS"
536158969,"Mouse VISp - L5","VIS"
536158971,"Mouse VISp - L5","VIS"
536158973,"Mouse VISp - L5","VIS"
536158975,"Mouse VISp - L5","VIS"
536158977,"Mouse VISp - L5","VIS"
536158979,"Mouse VISp - L5","VIS"
536158981,"Mouse VISp - L5","VIS"
536158983,"Mouse VISp - L5","VIS"
536158985,"Mouse VISp - L5","VIS"
536158987,"Mouse VISp - L5","VIS"
536158989,"Mouse VISp - L5","VIS"
536158991,"Mouse VISp - L5","VIS"
536158993,"Mouse VISp - L5","VIS"
536158995,"Mouse VISp - L5","VIS"
536158997,"Mouse VISp - L5","VIS"
536158999,"Mouse VISp - L5","VIS"
536159001,"Mouse VISp - L5","VIS"
536159003,"Mouse VISp - L5","VIS"
536159005,"Mouse VISp - L5","VIS"
536159007,"Mouse VISp - L5","VIS"
536159009,"Mouse VISp - L5","VIS"
536159011,"Mouse VISp - L5","VIS"
536159014,"Mouse VISp - L5","VIS"
536159016,"Mouse VISp - L5","VIS"
536159018,"Mouse VISp - L5","VIS"
536159020,"Mouse VISp - L5","VIS"
536159022,"Mouse VISp - L5","VIS"
536159024,"Mouse VISp - L5","VIS"
536159026,"Mouse VISp - L5","VIS"
536159028,"Mouse VISp - L5","VIS"
536159030,"Mouse VISp - L5","VIS"
536159032,"Mouse VISp - L5","VIS"
536159034,"Mouse VISp - L5","VIS"
536159036,"Mouse VISp - L5","VIS"
536159038,"Mouse VISp - L5","VIS"
536159040,"Mouse VISp - L5","VIS"
536159042,"Mouse VISp - L5","VIS"
536159044,"Mouse VISp - L5","VIS"
536159046,"Mouse VISp - L5","VIS"
536159048,"Mouse VISp - L5","VIS"
536159050,"Mouse VISp - L5","VIS"
536159052,"Mouse VISp - L5","VIS"
536159054,"Mouse VISp - L5","VIS"
536159056,"Mouse VISp - L5","VIS"
536159058,"Mouse VISp - L5","VIS"
536159060,"Mouse VISp - L5","VIS"
536159062,"Mouse VISp - L5","VIS"
536159064,"Mouse VISp - L5","VIS"
536159066,"Mouse VISp - L5","VIS"
536159068,"Mouse VISp - L5","VIS"
536159070,"Mouse VISp - L5","VIS"
536159072,"Mouse VISp - L5","VIS"
536159074,"Mouse VISp - L5","VIS"
536159076,"Mouse VISp - L5","VIS"
536159078,"Mouse VISp - L5","VIS"
536159080,"Mouse VISp - L5","VIS"
536159082,"Mouse VISp - L5","VIS"
536159084,"Mouse VISp - L5","VIS"
536159086,"Mouse VISp - L6","VIS"
536159088,"Mouse VISp - L6","VIS"
536159090,"Mouse VISp - L6","VIS"
536159092,"Mouse VISp - L6","VIS"
536159094,"Mouse VISp - L6","VIS"
536159096,"Mouse VISp - L5","VIS"
536159098,"Mouse VISp - L5","VIS"
536159100,"Mouse VISp - L5","VIS"
536159102,"Mouse VISp - L5","VIS"
536159104,"Mouse VISp - L5","VIS"
536159106,"Mouse VISp - L5","VIS"
536159108,"Mouse VISp - L5","VIS"
536159110,"Mouse VISp - L5","VIS"
536159112,"Mouse VISp - L5","VIS"
536159114,"Mouse VISp - L5","VIS"
536159116,"Mouse VISp - L5","VIS"
536159118,"Mouse VISp - L5","VIS"
536159120,"Mouse VISp - L5","VIS"
536159122,"Mouse VISp - L5","VIS"
536159127,"Mouse VISp - L5","VIS"
536159129,"Mouse VISp - L5","VIS"
536159131,"Mouse VISp - L5","VIS"
536159133,"Mouse VISp - L5","VIS"
536159135,"Mouse VISp - L5","VIS"
536159137,"Mouse VISp - L5","VIS"
536159139,"Mouse VISp - L5","VIS"
536159141,"Mouse VISp - L5","VIS"
536159143,"Mouse VISp - L5","VIS"
536159145,"Mouse VISp - L5","VIS"
536159147,"Mouse VISp - L5","VIS"
536159149,"Mouse VISp - L5","VIS"
536159151,"Mouse VISp - L5","VIS"
536159153,"Mouse VISp - L5","VIS"
536159157,"Mouse VISp - L6","VIS"
536159159,"Mouse VISp - L5","VIS"
536159161,"Mouse VISp - L5","VIS"
536159163,"Mouse VISp - L5","VIS"
536159165,"Mouse VISp - L5","VIS"
536159168,"Mouse VISp - L5","VIS"
536159170,"Mouse VISp - L5","VIS"
536159172,"Mouse VISp - L5","VIS"
536159174,"Mouse VISp - L5","VIS"
536159176,"Mouse VISp - L5","VIS"
536159178,"Mouse VISp - L5","VIS"
536159180,"Mouse VISp - L5","VIS"
536159182,"Mouse VISp - L5","VIS"
536159184,"Mouse VISp - L5","VIS"
536159186,"Mouse VISp - L5","VIS"
536159188,"Mouse VISp - L5","VIS"
536159190,"Mouse VISp - L5","VIS"
536159192,"Mouse VISp - L5","VIS"
536159194,"Mouse VISp - L5","VIS"
536159196,"Mouse VISp - L5","VIS"
536159198,"Mouse VISp - L5","VIS"
536159200,"Mouse VISp - L5","VIS"
536159202,"Mouse VISp - L5","VIS"
536159205,"Mouse VISp - L5","VIS"
536159208,"Mouse VISp - L5","VIS"
536159210,"Mouse VISp - L5","VIS"
536159213,"Mouse VISp - L5","VIS"
536159215,"Mouse VISp - L5","VIS"
536159225,"Mouse VISp - L5","VIS"
536159227,"Mouse VISp - L5","VIS"
536159229,"Mouse VISp - L5","VIS"
536159231,"Mouse VISp - L5","VIS"
536159234,"Mouse VISp - L5","VIS"
536159238,"Mouse VISp - L5","VIS"
536159240,"Mouse VISp - L5","VIS"
536159242,"Mouse VISp - L5","VIS"
536159244,"Mouse VISp - L5","VIS"
536159246,"Mouse VISp - L5","VIS"
536159248,"Mouse VISp - L5","VIS"
536159250,"Mouse VISp - L5","VIS"
536159252,"Mouse VISp - L5","VIS"
536159254,"Mouse VISp - L5","VIS"
536159257,"Mouse VISp - L5","VIS"
536159259,"Mouse VISp - L5","VIS"
536159261,"Mouse VISp - L5","VIS"
536159265,"Mouse VISp - L5","VIS"
536159267,"Mouse VISp - L5","VIS"
536159269,"Mouse VISp - L5","VIS"
536159271,"Mouse VISp - L5","VIS"
536159292,"Mouse VISp - L1","VIS"
536159294,"Mouse VISp - L1","VIS"
536159296,"Mouse VISp - L1","VIS"
536159298,"Mouse VISp - L1","VIS"
536159300,"Mouse VISp - L1","VIS"
536159304,"Mouse VISp - L5","VIS"
536159306,"Mouse VISp - L5","VIS"
536159308,"Mouse VISp - L5","VIS"
536159310,"Mouse VISp - L5","VIS"
536159312,"Mouse VISp - L5","VIS"
536159314,"Mouse VISp - L4","VIS"
536159316,"Mouse VISp - L5","VIS"
536159318,"Mouse VISp - L5","VIS"
536159320,"Mouse VISp - L5","VIS"
536159322,"Mouse VISp - L5","VIS"
536159324,"Mouse VISp - L5","VIS"
536159326,"Mouse VISp - L5","VIS"
536159328,"Mouse VISp - L5","VIS"
536159330,"Mouse VISp - L5","VIS"
536159332,"Mouse VISp - L5","VIS"
536159335,"Mouse VISp - L5","VIS"
536159337,"Mouse VISp - L5","VIS"
536159339,"Mouse VISp - L5","VIS"
536159341,"Mouse VISp - L5","VIS"
536159343,"Mouse VISp - L5","VIS"
536159345,"Mouse VISp - L5","VIS"
536159347,"Mouse VISp - L5","VIS"
536159349,"Mouse VISp - L5","VIS"
536159351,"Mouse VISp - L5","VIS"
536159353,"Mouse VISp - L5","VIS"
536159355,"Mouse VISp - L5","VIS"
536159357,"Mouse VISp - L6","VIS"
536159360,"Mouse VISp - L6","VIS"
536159363,"Mouse VISp - L6","VIS"
536159365,"Mouse VISp - L6","VIS"
536159369,"Mouse VISp - L6","VIS"
536159371,"Mouse VISp - L6","VIS"
536159373,"Mouse VISp - L6","VIS"
536159380,"Mouse VISp - L6","VIS"
536159382,"Mouse VISp - L6","VIS"
536159384,"Mouse VISp - L6","VIS"
536159386,"Mouse VISp - L6","VIS"
536159389,"Mouse VISp - L6","VIS"
536159391,"Mouse VISp - L6","VIS"
536159393,"Mouse VISp - L6","VIS"
536159395,"Mouse VISp - L6","VIS"
536159397,"Mouse VISp - L6","VIS"
536159399,"Mouse VISp - L6","VIS"
536159401,"Mouse VISp - L6","VIS"
536159403,"Mouse VISp - L6","VIS"
536159405,"Mouse VISp - L6","VIS"
536159407,"Mouse VISp - L6","VIS"
536159409,"Mouse VISp - L6","VIS"
536159411,"Mouse VISp - L6","VIS"
536159413,"Mouse VISp - L5","VIS"
536159415,"Mouse VISp - L5","VIS"
536159417,"Mouse VISp - L5","VIS"
536159419,"Mouse VISp - L5","VIS"
536159421,"Mouse VISp - L5","VIS"
536159423,"Mouse VISp - L5","VIS"
536159425,"Mouse VISp - L5","VIS"
536159427,"Mouse VISp - L5","VIS"
536159429,"Mouse VISp - L5","VIS"
536159431,"Mouse VISp - L5","VIS"
536159433,"Mouse VISp - L5","VIS"
536159436,"Mouse VISp - L5","VIS"
536159439,"Mouse VISp - L5","VIS"
536159441,"Mouse VISp - L5","VIS"
536159443,"Mouse VISp - L5","VIS"
536159445,"Mouse VISp - L5","VIS"
536159447,"Mouse VISp - L5","VIS"
536159451,"Mouse VISp - L5","VIS"
536159454,"Mouse VISp - L5","VIS"
536159456,"Mouse VISp - L5","VIS"
536159458,"Mouse VISp - L5","VIS"
536159460,"Mouse VISp - L5","VIS"
536159462,"Mouse VISp - L5","VIS"
536159465,"Mouse VISp - L5","VIS"
536159485,"Mouse VISp - L5","VIS"
536159487,"Mouse VISp - L5","VIS"
536159489,"Mouse VISp - L5","VIS"
536159491,"Mouse VISp - L5","VIS"
536159493,"Mouse VISp - L5","VIS"
536159497,"Mouse VISp - L5","VIS"
536159499,"Mouse VISp - L5","VIS"
536159501,"Mouse VISp - L5","VIS"
