"rnaseq_profile_id","sampling_region","sources"
517341009,"Mouse VISp - L5","VIS"
517341011,"Mouse VISp - L5","VIS"
517341013,"Mouse VISp - L5","VIS"
517341015,"Mouse VISp - L5","VIS"
517341017,"Mouse VISp - L5","VIS"
517341019,"Mouse VISp - L5","VIS"
517341021,"Mouse VISp - L5","VIS"
517341023,"Mouse VISp - L5","VIS"
517341025,"Mouse VISp - L5","VIS"
517341028,"Mouse VISp - L5","VIS"
517341030,"Mouse VISp - L5","VIS"
517341032,"Mouse VISp - L5","VIS"
517341035,"Mouse VISp - L5","VIS"
517341037,"Mouse VISp - L5","VIS"
517341039,"Mouse VISp - L5","VIS"
517341041,"Mouse VISp - L5","VIS"
517341043,"Mouse VISp - L5","VIS"
517341045,"Mouse VISp - L5","VIS"
517341241,"Mouse VISp - L5","VIS"
517341243,"Mouse VISp - L5","VIS"
517341245,"Mouse VISp - L5","VIS"
517341247,"Mouse VISp - L5","VIS"
517341249,"Mouse VISp - L5","VIS"
517341251,"Mouse VISp - L5","VIS"
517341253,"Mouse VISp - L5","VIS"
517341255,"Mouse VISp - L5","VIS"
517341257,"Mouse VISp - L6","VIS"
517341259,"Mouse VISp - L6","VIS"
517341261,"Mouse VISp - L6","VIS"
517341263,"Mouse VISp - L6","VIS"
517341265,"Mouse VISp - L6","VIS"
517341267,"Mouse VISp - L6","VIS"
517341269,"Mouse VISp - L6","VIS"
517341271,"Mouse VISp - L6","VIS"
517341273,"Mouse VISp - L6","VIS"
517341275,"Mouse VISp - L6","VIS"
517341277,"Mouse VISp - L6","VIS"
517341279,"Mouse VISp - L6","VIS"
517341281,"Mouse VISp - L6","VIS"
517341283,"Mouse VISp - L6","VIS"
517341285,"Mouse VISp - L6","VIS"
517341287,"Mouse VISp - L6","VIS"
517341289,"Mouse VISp - L6","VIS"
517341291,"Mouse VISp - L6","VIS"
517341293,"Mouse VISp - L6","VIS"
517341295,"Mouse VISp - L6","VIS"
517341297,"Mouse VISp - L6","VIS"
517341299,"Mouse VISp - L6","VIS"
517341301,"Mouse VISp - L6","VIS"
517341303,"Mouse VISp - L6","VIS"
517341305,"Mouse VISp - L5","VIS"
517341307,"Mouse VISp - L5","VIS"
517341309,"Mouse VISp - L5","VIS"
517341311,"Mouse VISp - L5","VIS"
517341313,"Mouse VISp - L5","VIS"
517341315,"Mouse VISp - L5","VIS"
517341317,"Mouse VISp - L5","VIS"
517341319,"Mouse VISp - L5","VIS"
517341321,"Mouse VISp - L5","VIS"
517341323,"Mouse VISp - L5","VIS"
517341325,"Mouse VISp - L5","VIS"
517341327,"Mouse VISp - L5","VIS"
517341329,"Mouse VISp - L5","VIS"
517341331,"Mouse VISp - L5","VIS"
517341333,"Mouse VISp - L5","VIS"
517341335,"Mouse VISp - L5","VIS"
517341353,"Mouse VISp - L5","VIS"
517341355,"Mouse VISp - L5","VIS"
517341357,"Mouse VISp - L5","VIS"
517341359,"Mouse VISp - L5","VIS"
517341361,"Mouse VISp - L5","VIS"
517341363,"Mouse VISp - L5","VIS"
517341365,"Mouse VISp - L5","VIS"
517341367,"Mouse VISp - L5","VIS"
517341369,"Mouse VISp - L4","VIS"
517341371,"Mouse VISp - L4","VIS"
517341373,"Mouse VISp - L4","VIS"
517341375,"Mouse VISp - L4","VIS"
517341377,"Mouse VISp - L4","VIS"
517341379,"Mouse VISp - L4","VIS"
517341381,"Mouse VISp - L4","VIS"
517341383,"Mouse VISp - L4","VIS"
517341385,"Mouse VISp - L4","VIS"
517341387,"Mouse VISp - L4","VIS"
517341389,"Mouse VISp - L4","VIS"
517341391,"Mouse VISp - L4","VIS"
517341393,"Mouse VISp - L4","VIS"
517341395,"Mouse VISp - L4","VIS"
517341397,"Mouse VISp - L4","VIS"
517341399,"Mouse VISp - L4","VIS"
517341401,"Mouse VISp - L2/3","VIS"
517341403,"Mouse VISp - L2/3","VIS"
517341405,"Mouse VISp - L2/3","VIS"
517341407,"Mouse VISp - L2/3","VIS"
517341409,"Mouse VISp - L2/3","VIS"
517341411,"Mouse VISp - L2/3","VIS"
517341413,"Mouse VISp - L2/3","VIS"
517341415,"Mouse VISp - L2/3","VIS"
517341417,"Mouse VISp - L2/3","VIS"
517341419,"Mouse VISp - L2/3","VIS"
517341421,"Mouse VISp - L2/3","VIS"
517341423,"Mouse VISp - L2/3","VIS"
517341425,"Mouse VISp - L2/3","VIS"
517341427,"Mouse VISp - L2/3","VIS"
517341429,"Mouse VISp - L2/3","VIS"
517341431,"Mouse VISp - L2/3","VIS"
517341433,"Mouse VISp - L6","VIS"
517341437,"Mouse VISp - L6","VIS"
517341439,"Mouse VISp - L6","VIS"
517341441,"Mouse VISp - L6","VIS"
517341443,"Mouse VISp - L6","VIS"
517341445,"Mouse VISp - L6","VIS"
517341447,"Mouse VISp - L6","VIS"
517341449,"Mouse VISp - L6","VIS"
517341451,"Mouse VISp - L6","VIS"
517341453,"Mouse VISp - L6","VIS"
517341455,"Mouse VISp - L6","VIS"
517341457,"Mouse VISp - L6","VIS"
517341459,"Mouse VISp - L6","VIS"
517341461,"Mouse VISp - L6","VIS"
517341463,"Mouse VISp - L6","VIS"
517341465,"Mouse VISp - L6","VIS"
517341467,"Mouse VISp - L6","VIS"
517341469,"Mouse VISp - L6","VIS"
517341471,"Mouse VISp - L6","VIS"
517341473,"Mouse VISp - L6","VIS"
517341475,"Mouse VISp - L6","VIS"
517341477,"Mouse VISp - L6","VIS"
517341479,"Mouse VISp - L6","VIS"
517341481,"Mouse VISp - L5","VIS"
517341483,"Mouse VISp - L5","VIS"
517341485,"Mouse VISp - L5","VIS"
517341487,"Mouse VISp - L5","VIS"
517341489,"Mouse VISp - L5","VIS"
517341491,"Mouse VISp - L5","VIS"
517341493,"Mouse VISp - L5","VIS"
517341495,"Mouse VISp - L5","VIS"
517341497,"Mouse VISp - L5","VIS"
517341499,"Mouse VISp - L5","VIS"
517341501,"Mouse VISp - L5","VIS"
517341503,"Mouse VISp - L5","VIS"
517341505,"Mouse VISp - L5","VIS"
517341507,"Mouse VISp - L5","VIS"
517341509,"Mouse VISp - L5","VIS"
517341511,"Mouse VISp - L5","VIS"
517341513,"Mouse VISp - L2/3","VIS"
517341515,"Mouse VISp - L2/3","VIS"
517341517,"Mouse VISp - L2/3","VIS"
517341519,"Mouse VISp - L2/3","VIS"
517341521,"Mouse VISp - L2/3","VIS"
517341523,"Mouse VISp - L2/3","VIS"
517341525,"Mouse VISp - L2/3","VIS"
517341529,"Mouse VISp - L2/3","VIS"
517341531,"Mouse VISp - L2/3","VIS"
517341533,"Mouse VISp - L2/3","VIS"
517341535,"Mouse VISp - L2/3","VIS"
517341537,"Mouse VISp - L2/3","VIS"
517341539,"Mouse VISp - L2/3","VIS"
517341541,"Mouse VISp - L2/3","VIS"
517341543,"Mouse VISp - L2/3","VIS"
517341545,"Mouse VISp - L2/3","VIS"
517341547,"Mouse VISp - L2/3","VIS"
517341549,"Mouse VISp - L2/3","VIS"
517341551,"Mouse VISp - L2/3","VIS"
517341553,"Mouse VISp - L2/3","VIS"
517341555,"Mouse VISp - L2/3","VIS"
517341557,"Mouse VISp - L2/3","VIS"
517341559,"Mouse VISp - L2/3","VIS"
517341561,"Mouse VISp - L6","VIS"
517341563,"Mouse VISp - L6","VIS"
517341565,"Mouse VISp - L6","VIS"
517341567,"Mouse VISp - L6","VIS"
517341569,"Mouse VISp - L6","VIS"
517341571,"Mouse VISp - L6","VIS"
517341573,"Mouse VISp - L6","VIS"
517341575,"Mouse VISp - L6","VIS"
517341593,"Mouse VISp - L2/3","VIS"
517341595,"Mouse VISp - L2/3","VIS"
517341597,"Mouse VISp - L2/3","VIS"
517341599,"Mouse VISp - L2/3","VIS"
517341601,"Mouse VISp - L2/3","VIS"
517341603,"Mouse VISp - L2/3","VIS"
517341605,"Mouse VISp - L2/3","VIS"
517341607,"Mouse VISp - L2/3","VIS"
517341609,"Mouse VISp - L2/3","VIS"
517341611,"Mouse VISp - L2/3","VIS"
517341613,"Mouse VISp - L2/3","VIS"
517341615,"Mouse VISp - L2/3","VIS"
517341617,"Mouse VISp - L2/3","VIS"
517341619,"Mouse VISp - L2/3","VIS"
517341621,"Mouse VISp - L2/3","VIS"
517341623,"Mouse VISp - L2/3","VIS"
517341641,"Mouse VISp - L6","VIS"
517341643,"Mouse VISp - L6","VIS"
517341645,"Mouse VISp - L6","VIS"
517341647,"Mouse VISp - L6","VIS"
517341649,"Mouse VISp - L6","VIS"
517341651,"Mouse VISp - L6","VIS"
517341653,"Mouse VISp - L6","VIS"
517341655,"Mouse VISp - L6","VIS"
517341657,"Mouse VISp - L6","VIS"
517341659,"Mouse VISp - L6","VIS"
517341661,"Mouse VISp - L6","VIS"
517341663,"Mouse VISp - L6","VIS"
517341665,"Mouse VISp - L6","VIS"
517341667,"Mouse VISp - L6","VIS"
517341669,"Mouse VISp - L6","VIS"
517341671,"Mouse VISp - L6","VIS"
517341673,"Mouse VISp - L4","VIS"
517341675,"Mouse VISp - L4","VIS"
517341677,"Mouse VISp - L4","VIS"
517341679,"Mouse VISp - L4","VIS"
517341681,"Mouse VISp - L4","VIS"
517341683,"Mouse VISp - L4","VIS"
517341685,"Mouse VISp - L4","VIS"
517341687,"Mouse VISp - L4","VIS"
517341689,"Mouse VISp - L4","VIS"
517341691,"Mouse VISp - L4","VIS"
517341693,"Mouse VISp - L4","VIS"
517341695,"Mouse VISp - L4","VIS"
517341697,"Mouse VISp - L4","VIS"
517341699,"Mouse VISp - L4","VIS"
517341701,"Mouse VISp - L4","VIS"
517341703,"Mouse VISp - L4","VIS"
517341705,"Mouse VISp - L2/3","VIS"
517341707,"Mouse VISp - L2/3","VIS"
517341709,"Mouse VISp - L2/3","VIS"
517341711,"Mouse VISp - L2/3","VIS"
517341713,"Mouse VISp - L2/3","VIS"
517341715,"Mouse VISp - L2/3","VIS"
517341717,"Mouse VISp - L2/3","VIS"
517341719,"Mouse VISp - L2/3","VIS"
517341721,"Mouse VISp - L2/3","VIS"
517341723,"Mouse VISp - L2/3","VIS"
517341725,"Mouse VISp - L2/3","VIS"
517341727,"Mouse VISp - L2/3","VIS"
517341729,"Mouse VISp - L2/3","VIS"
517341731,"Mouse VISp - L2/3","VIS"
517341733,"Mouse VISp - L2/3","VIS"
517341735,"Mouse VISp - L2/3","VIS"
517341737,"Mouse VISp - L2/3","VIS"
517341739,"Mouse VISp - L2/3","VIS"
517341741,"Mouse VISp - L2/3","VIS"
517341743,"Mouse VISp - L2/3","VIS"
517341745,"Mouse VISp - L2/3","VIS"
517341747,"Mouse VISp - L2/3","VIS"
517341749,"Mouse VISp - L2/3","VIS"
517341751,"Mouse VISp - L2/3","VIS"
517341753,"Mouse VISp - L5","VIS"
517341755,"Mouse VISp - L5","VIS"
517341757,"Mouse VISp - L5","VIS"
517341759,"Mouse VISp - L5","VIS"
517341761,"Mouse VISp - L5","VIS"
517341763,"Mouse VISp - L5","VIS"
517341765,"Mouse VISp - L5","VIS"
517341767,"Mouse VISp - L5","VIS"
517341769,"Mouse VISp - L5","VIS"
517341771,"Mouse VISp - L5","VIS"
517341773,"Mouse VISp - L5","VIS"
517341775,"Mouse VISp - L5","VIS"
517341777,"Mouse VISp - L5","VIS"
517341779,"Mouse VISp - L5","VIS"
517341781,"Mouse VISp - L5","VIS"
517341783,"Mouse VISp - L5","VIS"
517341785,"Mouse VISp - L5","VIS"
517341787,"Mouse VISp - L5","VIS"
517341789,"Mouse VISp - L5","VIS"
517341791,"Mouse VISp - L5","VIS"
517341793,"Mouse VISp - L5","VIS"
517341795,"Mouse VISp - L5","VIS"
517341797,"Mouse VISp - L5","VIS"
517341799,"Mouse VISp - L5","VIS"
517341801,"Mouse VISp - L5","VIS"
517341803,"Mouse VISp - L5","VIS"
517341805,"Mouse VISp - L5","VIS"
517341807,"Mouse VISp - L5","VIS"
517341809,"Mouse VISp - L5","VIS"
517341811,"Mouse VISp - L5","VIS"
517341813,"Mouse VISp - L5","VIS"
517341815,"Mouse VISp - L5","VIS"
519706547,"Mouse VISp - L1","VIS"
519706549,"Mouse VISp - L1","VIS"
519706551,"Mouse VISp - L1","VIS"
519706557,"Mouse VISp - L2/3","VIS"
519706559,"Mouse VISp - L2/3","VIS"
519706561,"Mouse VISp - L2/3","VIS"
519706563,"Mouse VISp - L2/3","VIS"
519706582,"Mouse VISp - L5","VIS"
519706585,"Mouse VISp - L5","VIS"
519706587,"Mouse VISp - L5","VIS"
519706589,"Mouse VISp - L2/3","VIS"
519706591,"Mouse VISp - L2/3","VIS"
519706593,"Mouse VISp - L2/3","VIS"
519706595,"Mouse VISp - L2/3","VIS"
519706597,"Mouse VISp - L2/3","VIS"
519706599,"Mouse VISp - L5","VIS"
519706602,"Mouse VISp - L5","VIS"
519706604,"Mouse VISp - L5","VIS"
519706606,"Mouse VISp - L5","VIS"
519706608,"Mouse VISp - L5","VIS"
519706610,"Mouse VISp - L5","VIS"
519706612,"Mouse VISp - L5","VIS"
519706617,"Mouse VISp - L5","VIS"
519706619,"Mouse VISp - L5","VIS"
519706621,"Mouse VISp - L5","VIS"
519706623,"Mouse VISp - L5","VIS"
519706625,"Mouse VISp - L5","VIS"
519706627,"Mouse VISp - L5","VIS"
519706629,"Mouse VISp - L5","VIS"
519706632,"Mouse VISp - L5","VIS"
519706634,"Mouse VISp - L5","VIS"
519706636,"Mouse VISp - L5","VIS"
519706638,"Mouse VISp - L5","VIS"
519706640,"Mouse VISp - L5","VIS"
519706642,"Mouse VISp - L5","VIS"
519706644,"Mouse VISp - L5","VIS"
519706647,"Mouse VISp - L5","VIS"
519706649,"Mouse VISp - L5","VIS"
519706651,"Mouse VISp - L5","VIS"
519706653,"Mouse VISp - L4","VIS"
519706655,"Mouse VISp - L4","VIS"
519706657,"Mouse VISp - L4","VIS"
519706659,"Mouse VISp - L4","VIS"
519706661,"Mouse VISp - L4","VIS"
519706663,"Mouse VISp - L4","VIS"
519706665,"Mouse VISp - L4","VIS"
519706667,"Mouse VISp - L4","VIS"
519706669,"Mouse VISp - L4","VIS"
519706671,"Mouse VISp - L4","VIS"
519706673,"Mouse VISp - L4","VIS"
519706675,"Mouse VISp - L4","VIS"
519706677,"Mouse VISp - L4","VIS"
519706679,"Mouse VISp - L4","VIS"
519706681,"Mouse VISp - L4","VIS"
519706683,"Mouse VISp - L4","VIS"
519706685,"Mouse VISp - L4","VIS"
519706688,"Mouse VISp - L4","VIS"
519706690,"Mouse VISp - L4","VIS"
519706692,"Mouse VISp - L4","VIS"
519706694,"Mouse VISp - L4","VIS"
519706697,"Mouse VISp - L4","VIS"
519706699,"Mouse VISp - L4","VIS"
519706701,"Mouse VISp - L4","VIS"
519706703,"Mouse VISp - L6","VIS"
519706705,"Mouse VISp - L6","VIS"
519706708,"Mouse VISp - L6","VIS"
519706710,"Mouse VISp - L6","VIS"
519706712,"Mouse VISp - L6","VIS"
519706714,"Mouse VISp - L6","VIS"
519706716,"Mouse VISp - L6","VIS"
519706720,"Mouse VISp - L6","VIS"
519706724,"Mouse VISp - L6","VIS"
519706728,"Mouse VISp - L6","VIS"
519706730,"Mouse VISp - L6","VIS"
519706732,"Mouse VISp - L6","VIS"
519706734,"Mouse VISp - L6","VIS"
519706737,"Mouse VISp - L6","VIS"
519706739,"Mouse VISp - L6","VIS"
519706741,"Mouse VISp - L6","VIS"
519706743,"Mouse VISp - L6","VIS"
519706745,"Mouse VISp - L6","VIS"
519706748,"Mouse VISp - L6","VIS"
519706750,"Mouse VISp - L6","VIS"
519706752,"Mouse VISp - L6","VIS"
519706759,"Mouse VISp - L6","VIS"
519706761,"Mouse VISp - L2/3","VIS"
519706765,"Mouse VISp - L2/3","VIS"
519706767,"Mouse VISp - L2/3","VIS"
519706769,"Mouse VISp - L2/3","VIS"
519706771,"Mouse VISp - L2/3","VIS"
519706773,"Mouse VISp - L2/3","VIS"
519706775,"Mouse VISp - L2/3","VIS"
519706777,"Mouse VISp - L2/3","VIS"
519706779,"Mouse VISp - L2/3","VIS"
519706781,"Mouse VISp - L2/3","VIS"
519706783,"Mouse VISp - L2/3","VIS"
519706785,"Mouse VISp - L2/3","VIS"
519706787,"Mouse VISp - L2/3","VIS"
519706789,"Mouse VISp - L2/3","VIS"
519706791,"Mouse VISp - L2/3","VIS"
519706793,"Mouse VISp - L2/3","VIS"
519706811,"Mouse VISp - L2/3","VIS"
519706813,"Mouse VISp - L2/3","VIS"
519706815,"Mouse VISp - L1","VIS"
519706817,"Mouse VISp - L1","VIS"
519706819,"Mouse VISp - L1","VIS"
519706821,"Mouse VISp - L1","VIS"
519706823,"Mouse VISp - L1","VIS"
519706825,"Mouse VISp - L1","VIS"
519706827,"Mouse VISp - L1","VIS"
519706829,"Mouse VISp - L1","VIS"
519706831,"Mouse VISp - L1","VIS"
519706834,"Mouse VISp - L1","VIS"
519706836,"Mouse VISp - L1","VIS"
519706838,"Mouse VISp - L1","VIS"
519706840,"Mouse VISp - L1","VIS"
519706842,"Mouse VISp - L1","VIS"
519706844,"Mouse VISp - L6","VIS"
519706846,"Mouse VISp - L6","VIS"
519706848,"Mouse VISp - L6","VIS"
519706850,"Mouse VISp - L6","VIS"
519706852,"Mouse VISp - L6","VIS"
519706854,"Mouse VISp - L6","VIS"
519706856,"Mouse VISp - L1","VIS"
519706858,"Mouse VISp - L1","VIS"
519706860,"Mouse VISp - L2/3","VIS"
519706862,"Mouse VISp - L2/3","VIS"
519706865,"Mouse VISp - L2/3","VIS"
519706868,"Mouse VISp - L2/3","VIS"
519706870,"Mouse VISp - L2/3","VIS"
519706872,"Mouse VISp - L2/3","VIS"
519706874,"Mouse VISp - L2/3","VIS"
519706876,"Mouse VISp - L2/3","VIS"
519706878,"Mouse VISp - L2/3","VIS"
519706880,"Mouse VISp - L2/3","VIS"
519706882,"Mouse VISp - L2/3","VIS"
519706884,"Mouse VISp - L2/3","VIS"
519706886,"Mouse VISp - L2/3","VIS"
519706888,"Mouse VISp - L2/3","VIS"
519706890,"Mouse VISp - L2/3","VIS"
519706892,"Mouse VISp - L2/3","VIS"
519706895,"Mouse VISp - L2/3","VIS"
519706897,"Mouse VISp - L2/3","VIS"
519706899,"Mouse VISp - L2/3","VIS"
519706901,"Mouse VISp - L2/3","VIS"
519706907,"Mouse VISp - L2/3","VIS"
519706909,"Mouse VISp - L2/3","VIS"
519706912,"Mouse VISp - L2/3","VIS"
519706915,"Mouse VISp - L2/3","VIS"
519706918,"Mouse VISp - L2/3","VIS"
519706920,"Mouse VISp - L2/3","VIS"
519706922,"Mouse VISp - L2/3","VIS"
519706924,"Mouse VISp - L2/3","VIS"
519706926,"Mouse VISp - L2/3","VIS"
519706928,"Mouse VISp - L2/3","VIS"
519706930,"Mouse VISp - L2/3","VIS"
519706932,"Mouse VISp - L2/3","VIS"
519706934,"Mouse VISp - L2/3","VIS"
519706936,"Mouse VISp - L2/3","VIS"
519706938,"Mouse VISp - L2/3","VIS"
519706941,"Mouse VISp - L2/3","VIS"
519706943,"Mouse VISp - L2/3","VIS"
519706945,"Mouse VISp - L2/3","VIS"
519706947,"Mouse VISp - L2/3","VIS"
519706949,"Mouse VISp - L2/3","VIS"
519706951,"Mouse VISp - L2/3","VIS"
519706953,"Mouse VISp - L2/3","VIS"
519706955,"Mouse VISp - L2/3","VIS"
519706957,"Mouse VISp - L2/3","VIS"
519706959,"Mouse VISp - L2/3","VIS"
519706961,"Mouse VISp - L2/3","VIS"
519706963,"Mouse VISp - L2/3","VIS"
519706965,"Mouse VISp - L2/3","VIS"
519706967,"Mouse VISp - L4","VIS"
519706970,"Mouse VISp - L4","VIS"
519706972,"Mouse VISp - L4","VIS"
519706974,"Mouse VISp - L4","VIS"
519706976,"Mouse VISp - L4","VIS"
519706978,"Mouse VISp - L4","VIS"
519706980,"Mouse VISp - L6","VIS"
519706982,"Mouse VISp - L6","VIS"
519706984,"Mouse VISp - L6","VIS"
519706986,"Mouse VISp - L6","VIS"
519706988,"Mouse VISp - L6","VIS"
519706990,"Mouse VISp - L1","VIS"
519706992,"Mouse VISp - L1","VIS"
519706994,"Mouse VISp - L1","VIS"
519706996,"Mouse VISp - L1","VIS"
519706998,"Mouse VISp - L1","VIS"
519707000,"Mouse VISp - L5","VIS"
519707003,"Mouse VISp - L5","VIS"
519707005,"Mouse VISp - L5","VIS"
519707007,"Mouse VISp - L5","VIS"
519707009,"Mouse VISp - L5","VIS"
519707011,"Mouse VISp - L5","VIS"
519707013,"Mouse VISp - L5","VIS"
519707015,"Mouse VISp - L5","VIS"
519707033,"Mouse VISp - L5","VIS"
519707035,"Mouse VISp - L5","VIS"
519707037,"Mouse VISp - L5","VIS"
519707039,"Mouse VISp - L5","VIS"
519707041,"Mouse VISp - L5","VIS"
519707044,"Mouse VISp - L5","VIS"
519707046,"Mouse VISp - L5","VIS"
519707048,"Mouse VISp - L5","VIS"
519707050,"Mouse VISp - L5","VIS"
519707052,"Mouse VISp - L5","VIS"
519707054,"Mouse VISp - L5","VIS"
519707056,"Mouse VISp - L5","VIS"
519707058,"Mouse VISp - L5","VIS"
519707061,"Mouse VISp - L5","VIS"
519707063,"Mouse VISp - L5","VIS"
519707065,"Mouse VISp - L5","VIS"
519707067,"Mouse VISp - L5","VIS"
519707069,"Mouse VISp - L5","VIS"
519707071,"Mouse VISp - L5","VIS"
519707073,"Mouse VISp - L5","VIS"
519707075,"Mouse VISp - L5","VIS"
519707077,"Mouse VISp - L5","VIS"
519707080,"Mouse VISp - L5","VIS"
519707082,"Mouse VISp - L5","VIS"
519707084,"Mouse VISp - L1","VIS"
519707086,"Mouse VISp - L1","VIS"
519707088,"Mouse VISp - L1","VIS"
519707090,"Mouse VISp - L1","VIS"
519707092,"Mouse VISp - L1","VIS"
519707094,"Mouse VISp - L1","VIS"
519707096,"Mouse VISp - L5","VIS"
519707098,"Mouse VISp - L5","VIS"
519707101,"Mouse VISp - L1","VIS"
519707103,"Mouse VISp - L1","VIS"
519707105,"Mouse VISp - L1","VIS"
519707107,"Mouse VISp - L1","VIS"
519707109,"Mouse VISp - L1","VIS"
519707111,"Mouse VISp - L1","VIS"
519707113,"Mouse VISp - L1","VIS"
519707115,"Mouse VISp - L1","VIS"
519707117,"Mouse VISp - L1","VIS"
519707119,"Mouse VISp - L1","VIS"
519707122,"Mouse VISp - L1","VIS"
519707124,"Mouse VISp - L1","VIS"
519707126,"Mouse VISp - L1","VIS"
519707128,"Mouse VISp - L1","VIS"
519707130,"Mouse VISp - L1","VIS"
519707132,"Mouse VISp - L1","VIS"
519707134,"Mouse VISp - L1","VIS"
519707136,"Mouse VISp - L1","VIS"
519707138,"Mouse VISp - L1","VIS"
519707140,"Mouse VISp - L1","VIS"
519707142,"Mouse VISp - L1","VIS"
519707145,"Mouse VISp - L1","VIS"
519707147,"Mouse VISp - L1","VIS"
519707149,"Mouse VISp - L1","VIS"
519707151,"Mouse VISp - L2/3","VIS"
519707153,"Mouse VISp - L2/3","VIS"
519707155,"Mouse VISp - L2/3","VIS"
519707157,"Mouse VISp - L2/3","VIS"
519707159,"Mouse VISp - L2/3","VIS"
519707161,"Mouse VISp - L2/3","VIS"
519707163,"Mouse VISp - L2/3","VIS"
519707166,"Mouse VISp - L2/3","VIS"
519764403,"Mouse VISp - L2/3","VIS"
519764405,"Mouse VISp - L2/3","VIS"
519764407,"Mouse VISp - L2/3","VIS"
519764409,"Mouse VISp - L2/3","VIS"
519764411,"Mouse VISp - L2/3","VIS"
519764414,"Mouse VISp - L2/3","VIS"
519764416,"Mouse VISp - L2/3","VIS"
519764419,"Mouse VISp - L2/3","VIS"
519764421,"Mouse VISp - L2/3","VIS"
519764423,"Mouse VISp - L2/3","VIS"
519764425,"Mouse VISp - L2/3","VIS"
519764427,"Mouse VISp - L2/3","VIS"
519764429,"Mouse VISp - L2/3","VIS"
519764431,"Mouse VISp - L2/3","VIS"
519764433,"Mouse VISp - L2/3","VIS"
519764436,"Mouse VISp - L2/3","VIS"
519764438,"Mouse VISp - L2/3","VIS"
519764440,"Mouse VISp - L2/3","VIS"
519764442,"Mouse VISp - L2/3","VIS"
519764444,"Mouse VISp - L2/3","VIS"
519764446,"Mouse VISp - L2/3","VIS"
519764448,"Mouse VISp - L2/3","VIS"
519764451,"Mouse VISp - L2/3","VIS"
519764453,"Mouse VISp - L2/3","VIS"
519764455,"Mouse VISp - L2/3","VIS"
519764457,"Mouse VISp - L2/3","VIS"
519764459,"Mouse VISp - L2/3","VIS"
519764461,"Mouse VISp - L2/3","VIS"
519764463,"Mouse VISp - L2/3","VIS"
519764465,"Mouse VISp - L2/3","VIS"
519764468,"Mouse VISp - L2/3","VIS"
519764470,"Mouse VISp - L2/3","VIS"
519764488,"Mouse VISp - L5","VIS"
519764490,"Mouse VISp - L5","VIS"
519764492,"Mouse VISp - L5","VIS"
519764494,"Mouse VISp - L5","VIS"
519764496,"Mouse VISp - L5","VIS"
519764498,"Mouse VISp - L5","VIS"
519764500,"Mouse VISp - L5","VIS"
519764502,"Mouse VISp - L5","VIS"
519764504,"Mouse VISp - L5","VIS"
519764506,"Mouse VISp - L5","VIS"
519764508,"Mouse VISp - L5","VIS"
519764510,"Mouse VISp - L5","VIS"
519764512,"Mouse VISp - L5","VIS"
519764514,"Mouse VISp - L5","VIS"
519764517,"Mouse VISp - L5","VIS"
519764519,"Mouse VISp - L5","VIS"
519764521,"Mouse VISp - L1","VIS"
519764523,"Mouse VISp - L1","VIS"
519764525,"Mouse VISp - L1","VIS"
519764527,"Mouse VISp - L1","VIS"
519764529,"Mouse VISp - L1","VIS"
519764531,"Mouse VISp - L1","VIS"
519764533,"Mouse VISp - L1","VIS"
519764536,"Mouse VISp - L1","VIS"
519764544,"Mouse VISp - L1","VIS"
519764546,"Mouse VISp - L1","VIS"
519764548,"Mouse VISp - L1","VIS"
519764550,"Mouse VISp - L1","VIS"
519764552,"Mouse VISp - L1","VIS"
519764555,"Mouse VISp - L1","VIS"
519764557,"Mouse VISp - L1","VIS"
519764559,"Mouse VISp - L1","VIS"
519764561,"Mouse VISp - L1","VIS"
519764563,"Mouse VISp - L1","VIS"
519764565,"Mouse VISp - L1","VIS"
519764567,"Mouse VISp - L1","VIS"
519764569,"Mouse VISp - L1","VIS"
519764571,"Mouse VISp - L1","VIS"
519764573,"Mouse VISp - L1","VIS"
519764576,"Mouse VISp - L1","VIS"
519764578,"Mouse VISp - L1","VIS"
519764580,"Mouse VISp - L1","VIS"
519764582,"Mouse VISp - L1","VIS"
519764584,"Mouse VISp - L1","VIS"
519764586,"Mouse VISp - L1","VIS"
519764588,"Mouse VISp - L1","VIS"
519764590,"Mouse VISp - L1","VIS"
519764592,"Mouse VISp - L1","VIS"
519764594,"Mouse VISp - L1","VIS"
519764596,"Mouse VISp - L1","VIS"
519764598,"Mouse VISp - L1","VIS"
519764601,"Mouse VISp - L1","VIS"
519764603,"Mouse VISp - L1","VIS"
519764605,"Mouse VISp - L4","VIS"
519764607,"Mouse VISp - L4","VIS"
519764609,"Mouse VISp - L4","VIS"
519764611,"Mouse VISp - L4","VIS"
519764613,"Mouse VISp - L4","VIS"
519764615,"Mouse VISp - L4","VIS"
519764618,"Mouse VISp - L4","VIS"
519764620,"Mouse VISp - L4","VIS"
519764622,"Mouse VISp - L2/3","VIS"
519764624,"Mouse VISp - L2/3","VIS"
519764626,"Mouse VISp - L2/3","VIS"
519764630,"Mouse VISp - L2/3","VIS"
519764632,"Mouse VISp - L2/3","VIS"
519764634,"Mouse VISp - L2/3","VIS"
519764636,"Mouse VISp - L2/3","VIS"
519764638,"Mouse VISp - L2/3","VIS"
519764641,"Mouse VISp - L2/3","VIS"
519764643,"Mouse VISp - L2/3","VIS"
519764645,"Mouse VISp - L2/3","VIS"
519764647,"Mouse VISp - L2/3","VIS"
