"V1","V2"
-27.8834318656469,-42.0100679678815
-25.7979319981086,-40.2899464819434
-29.4867544036413,-8.19866839190541
-27.5818998530312,-41.6025377714091
-27.1842087284928,-41.3806224935051
-27.7913197359903,-41.651285906365
-26.3859276905654,-40.678332290339
-28.9774078493444,-5.71519331481426
-27.2289143404916,-41.7103112921125
-27.3746029440418,-41.5776301287973
-39.272571158733,-3.33660683814871
-27.6482821220454,-41.6471703995637
-26.0887611862432,-40.7207111556403
-32.6530880077805,-36.3948417418745
-26.9731399459094,-41.5773169330802
-28.4597714890386,-7.71654337951412
-39.8538457427882,-3.01611985218495
-28.0041682739888,-8.31856421172034
-27.0506985726956,-41.4830456718728
-26.0737562911296,-40.666758451223
-27.5681591815011,-2.10799201420794
-29.1231200914312,-7.93034380676155
-28.0179162691403,-0.965168364777624
-25.1614534047278,-41.0311324208914
-39.3953642547542,-3.19131488239578
-25.5356447947507,-41.1101799530632
-26.8387983913789,-41.7088731753379
-28.7338511031319,-6.88340550707641
-32.6239699737883,-36.3916911863399
-27.7157197635145,-41.7986616768979
-26.1946017360993,-41.0546383468876
-28.8294249010485,-7.8552649684206
-28.3356323987329,-9.2976227951897
-26.4094058689031,-42.0223852317617
-29.1621880864244,-6.85608555867983
-25.6779003565307,-40.4557553498165
-39.3057490613938,-3.27817509309398
-27.3607487016224,-41.7051479901998
-28.7842871090818,-8.32116204299795
-27.0966000642077,-41.5986834952546
-27.2587629512434,-41.5370844142385
-28.4577322836749,-8.27718006592845
-26.5389032364608,-41.6198606957471
-26.8837489357811,-41.464114261551
-36.4062519464636,-3.23432166367432
-28.4796429924525,-7.99024501528278
-27.5042861469872,-41.9072865176618
-26.8155148888622,-41.3592410001558
-25.7890122480112,-40.6010344698055
-27.6794515055332,-41.9912442239588
-27.7745933866803,-4.70882862376806
-28.9315136178951,-7.46979414789001
-27.555499017311,-41.6858751438753
-27.0826917470607,-41.9692333514493
-26.6163890002423,-41.0606264866542
-25.5534376091013,-40.5139916471314
-28.4460225344968,-2.39794107596194
-28.7415581516819,-6.78813750086171
-26.1490946699785,-41.7020339637392
-26.2662960516943,-41.8600142759472
-36.3092371067223,-3.15877047419089
-27.5972050468359,-1.82684133297668
-28.9524620879571,-7.34560485337907
-29.019662653553,-7.09673898057588
-29.1774752836371,-6.74273283273801
-29.019223146494,-7.15704112648139
-28.7085345247856,-8.43060926123337
-27.7770229333433,-41.9370641087798
-28.6729034068667,-8.35898842712568
-26.2145073452298,-41.3448154614267
-25.4795161262847,-40.9016195281075
-26.1571498865901,-41.9054922105579
-27.5227284507565,-2.02161588255558
-26.5491631167447,-41.8581935638813
-28.414385503752,-2.29216655727385
-28.4129623924788,-7.91339684992376
-28.7883311336739,-6.69028710596156
-29.0512178137893,-5.97868798325862
-8.62369488852219,-40.0763522833439
-28.8757758460886,-6.10956715432887
-26.3037533145924,-41.2596944006621
-25.7622352293818,-40.5477167917325
-25.9562653741166,-42.0931050104146
-28.1560615625522,-41.2893366796784
-28.3525051654651,-8.13371145533643
-28.429149092549,-7.88426956468444
-25.67453355702,-40.5704769814742
-25.6859699037854,-40.5603260869827
-27.7977174773115,-2.08199766502824
-26.5943114007865,-41.4478146573971
-39.2711163323822,-3.26849998001674
-29.0184809263127,-8.19780008973052
-29.0945925092633,-8.21000536426713
-26.203923726527,-41.5709181613435
-28.8713379269189,-6.34082288021688
-26.0224711771891,-41.6161555793712
-28.5466049395264,-7.68190578569922
-27.555124870159,-41.8922373672113
-27.7705555317172,-1.5279911385975
-26.6539857001896,-41.0627396768554
-28.8323852504396,-8.28082777641893
-39.2769241512892,-3.250402761776
-28.7353208322847,-7.44784129461503
-28.4675550001947,-8.01488902581971
-29.2691307268251,-6.70571880996228
-27.2610014131368,-41.8207604157678
-27.7450255143787,-1.67036233266135
-26.8676589121879,-41.2588600502793
-36.1444199390104,-3.13120202907934
-26.9361974450253,-41.8417131946255
-29.1421898254886,-8.4478026746401
-27.5423604470433,-42.0339894981732
-25.7519666055494,-40.6400514426759
-28.5133049622104,-7.61619370111508
-32.6591410608057,-36.3610718039538
-26.6356499593166,-41.4524442125915
-27.7854779402267,-41.8372493998511
-46.509508953995,16.9192603132113
-27.0970793191398,-41.5320541723234
-28.7991439717529,-2.42855521032628
-26.0236766313602,-40.9496587463272
-27.7371047418794,-1.65241523169817
-39.2731418100372,-3.13771735193898
-28.6756809270757,-7.18528016282458
-26.7812699690408,-41.3656365953595
-39.5540593056311,-3.33876570446994
-32.508309195197,-36.6016341441816
3.10093978796806,-6.54540390776974
-27.6968951403939,-2.08887633336899
-27.5390612484486,-42.1654486542742
-27.149899550477,-41.5577831405856
-26.252405649343,-40.546523531801
-39.3975042919229,-3.18303290982024
-28.5644589631165,-8.64705491943863
-27.9851241456192,-2.38557881912078
-26.8582344184455,-41.345159669388
-28.5803672748392,-41.1862899567824
-39.2414157469725,-3.26923999870194
-26.3187812564737,-42.1876072469301
-36.1192079859009,18.3189788615602
-25.7261163083275,-40.5267315480628
-36.5358782925829,-3.25248001477711
-39.4726178353873,-3.08036735643933
22.7558090800871,40.7397778807581
28.8863491904157,31.4631022021876
30.6038215838017,31.4182873746053
23.3240804075301,40.7481535456047
28.1342056529261,32.0991359787357
28.2456950385522,31.5338704722587
22.7901383064153,40.1280141492206
22.6498614150003,40.6960240493774
54.7580410344847,-2.72444379538788
54.7754187901718,-2.72261804060264
54.7307353950118,-2.74309277481276
53.2564713219801,-3.77454162803624
53.1617429499548,-3.85634976544813
53.5818928261222,-3.54292423658213
47.0388304239108,-2.86300833651041
51.9060065185924,-1.52870810444294
54.1471458234099,-3.1045256247961
54.7116493777533,-2.73968919867388
53.1658584129196,-3.86837944610364
53.2695057897077,-3.7728458561758
53.3651607289631,-3.56930693871359
53.3981864717178,-3.62225187291047
54.248904420067,-2.97141478718853
54.4503028761745,-2.89618782979224
31.7549178913083,32.0673741458626
27.728227383896,32.3778651238591
47.8289418706722,-0.539074435162106
28.7375530682319,31.363699996026
30.0497890909833,31.4527852760322
28.7555191517629,31.460436056814
25.978160367037,35.346096063365
25.5058874110707,35.532690816479
22.4730258123066,40.7087195712694
32.6363103311758,33.4989432239297
27.6447238149735,38.2188795208492
25.5483288681954,36.2065574134134
23.5434523497227,40.9423196663315
28.9608514552114,31.2738237902032
25.1959589358706,36.8233443124395
23.1251817520855,40.7127259170599
24.1053726187261,38.8201234453091
23.3341887046953,40.6460746880903
-35.4265288471941,-22.1448877980378
25.4834672148915,35.9638598562943
23.2950388825928,40.6582166309046
54.6336833866566,-2.80088208345032
-28.1372763753195,31.7876196482074
53.1610915147493,-1.4691988223259
53.1398740397766,-3.75163348567074
52.8579450494343,-0.997988039648092
54.2766469139924,-2.97361529012441
53.6765500997938,-3.37164304575854
53.1313040885023,-0.98581818083903
53.8082454452352,-3.05931410632051
54.6332556602759,-2.74376670574848
54.8072195374826,-2.68187388402249
50.9537784858636,-1.74008707450496
53.0722753140833,-1.31956309050349
53.1316766295925,-1.2310199910382
46.9609416079489,-2.88462922042971
53.3114936714158,-3.68878695389724
22.288669660042,40.622162011439
23.2870656117018,40.6744636690311
23.3815697943772,40.8780856177585
31.0106432922831,34.5492419000421
31.932230483991,33.3402151701388
22.3164253367675,40.7483176419919
23.0206926597155,40.8425810001425
23.0025155913695,41.020327498492
35.9869853270192,13.3116226658825
43.8353459308785,6.45892051153126
-39.5023932533579,-27.3049559883685
38.5248850825184,10.4471070862822
27.9144141049155,37.2712310302177
43.9569197072101,6.61004428550845
43.8479321336518,6.40421365789984
35.4768171060419,12.6483683581675
45.7912056049926,18.3933299256026
32.0999753267932,33.3288456961361
41.2737399688068,12.6841685518789
35.5557528452412,12.7694812863427
43.6988140853215,6.79213926092399
44.1985644181017,7.01836242849375
32.7588772410322,14.5354057280673
45.9661706756424,17.8480474883799
35.6494590205955,12.6030158574802
35.9541844835266,12.0956859308319
34.655923487934,15.0836897826924
34.9488262936972,14.8106934764059
28.4498277249539,6.81649085924617
39.6191502831117,4.30021887473305
34.8564544043332,14.8332263332253
35.0439627910214,14.1242059357964
38.2707158778532,10.0249046886133
41.1986779038311,4.19204782311191
37.6650234773969,8.81370270872507
30.8586826196658,9.95863779232249
31.2239376263864,9.85657946401072
34.3546542298448,18.3831811100187
32.3514459517059,9.04817955982858
40.2132626773833,10.1411930983187
30.0713425002425,3.41786316480554
36.0403167419124,13.5153234341345
38.8324680969143,8.72727455942561
40.4581653226086,11.53348241373
31.8390958737789,16.8646165917277
38.3190701756658,9.96365247521944
40.5075041892906,17.4407146942396
45.3925184566481,18.720255392992
42.9217727487487,16.837208531383
41.9827078348546,5.30611778918369
41.7919428347895,5.60891300229281
41.1978623686075,9.88007138144385
46.797536281332,15.1483960825668
32.8162632229155,7.50708500895484
43.1116855008267,15.3267056348804
39.4051848452573,13.7555548790045
35.5604057999091,12.7932942142754
41.4981378442276,5.74827446106826
35.9153471368319,10.7914300306677
39.157827757576,10.2078478042447
36.7990238277742,12.3247727308452
36.6005258698939,10.9269782722834
30.0249395239348,10.4598791621923
43.3593993205247,15.1778294331908
35.174334621586,13.3385134141038
42.013215301162,5.79089934528953
28.6026775718267,9.43661638336855
32.6685981389117,18.3796438712014
45.7542630232401,18.6340860023977
32.8321565156952,11.9241320624193
31.7625351015666,17.4011137729847
44.467132182094,19.0560267144432
48.7119377409279,11.4468937754765
42.9713254989292,9.94063365052212
33.3189614614646,2.47461873266747
27.5883919986207,9.90944218456651
38.6402190404292,8.99348244045276
31.1898966482208,16.7180400968083
39.6116983256275,10.0598264413003
41.2456505378602,4.26945746850959
42.7908049036789,10.0394427646937
39.5002103278338,8.77491837046791
43.2371736943154,13.9750759719085
31.6058407210005,17.1722434898571
38.810986368801,10.1554885057741
38.9944453057499,9.32450701702992
42.9942144508643,10.0110934792306
35.1371430519724,13.8568549435333
34.1111408043966,5.88163151096671
39.1785283151004,14.2668551629369
48.1090310030849,9.0667123250564
39.3675330620361,6.79408300435103
35.3370818444096,11.008033230344
32.4369720094833,11.4155818795125
38.6911033183916,8.65990486808886
33.057861237718,4.9595653390161
39.2408934695532,14.4201309027057
37.5277513313676,9.08092070896366
44.0742066966,19.0597731381409
37.0286894090484,10.1897308219203
35.2092012849284,5.02040512740549
33.2679538164969,12.1539611396728
42.5831439246265,15.9465674226016
29.9652588649089,4.39320464482617
32.5916107817856,3.22087376005682
41.3839539279793,5.9176709512345
41.1411618448396,5.78081290312071
40.3339632636522,3.58771775797386
30.2873589159282,5.32861525930903
30.0875711587822,3.36529718564872
30.1386557162058,3.56047443572319
32.8316519877585,5.54521914812313
34.8970794396284,7.73201785745186
48.2757193742349,9.36886834781872
35.2109758441521,10.6870758871753
40.7703995805627,6.46749982243085
33.3402157622704,6.61614184124573
37.795113091155,14.9340738958594
41.4141910610122,15.3489612673844
41.5040055315903,15.3704263442033
33.4842941912521,18.1802631272371
41.0053785623825,6.03244619598437
41.4865287283747,15.3752508966981
41.1719836981967,15.2258591165814
32.760981804549,15.6547668599206
36.8130342015708,12.9021490543143
32.1341753343116,11.4429661598009
32.3598283610381,11.469820966176
42.7156951266554,15.2451429875487
36.5975033307472,12.6347828431369
38.4198282424983,18.414339308837
40.3335105159898,5.89288062265992
40.480199504539,17.7375969400669
35.8667042564567,10.7651754273976
41.0358960809841,5.98965234703911
