"V1","V2"
41.0441814713898,15.0269597376418
43.2477405577683,11.1979907416196
41.7226088207935,15.4110073349583
41.4494383057873,13.452876202801
41.0236471018677,13.2159993258734
42.8422989181397,13.8502954284016
38.5382834120407,9.6934773226898
31.8207401275424,17.1704021579933
42.8972473665058,10.239596628417
43.0233433218827,10.4452472448037
34.0004372174412,18.5096637222227
41.8893062499423,13.3496106206932
38.3656771197066,9.91708538924292
38.9148339512937,11.7101331671192
31.7843361312447,17.3832996918283
39.8817759997763,14.3579033446816
33.6832967903802,18.2865818346477
44.8658822683511,18.8996510357508
47.0039614139774,9.59351552635668
42.9162016607064,14.0000979506477
42.0804807775745,13.918987126915
33.5207368539317,18.208983825714
44.4344968225227,15.0686307921593
32.7620403887196,18.0069700740585
36.5479378171599,9.89886512619597
32.8990554524934,18.4286348720001
42.0551818782034,12.4952516710685
34.2091269338412,18.4707171535764
39.7344430804964,3.41335659749884
32.657748344348,5.55661231836864
32.037794069851,7.70189885388625
44.5357054283349,19.0058550417031
41.237859619733,13.7575119598247
34.0612112097778,15.7167288541995
33.3681950859912,18.1045613578765
26.5413668052176,39.4858212681522
-35.4266748019454,-22.1615389330524
-35.4315729877613,-22.1924804651306
45.8637551117072,18.2238266107493
22.8434312213505,40.9230173067335
45.6776685134777,18.6948490712384
-37.6184490715967,-25.7788411894491
23.1430768229745,40.4851149483102
-43.1534743970381,26.2373762682398
-35.7103628322175,-22.7730487252826
33.5261460285305,15.6916469863944
31.3589796404682,31.4967892620086
45.6338240167123,18.5657164114963
26.0987609615123,35.5831939613517
51.2525688601552,-0.219224654753207
51.5379672682117,-0.54616398904399
28.4383444971899,35.9609927448464
29.8165025613685,35.0644952772667
26.3187699180668,36.9224613322152
28.6925108303184,35.5219332567797
30.0259169102395,35.0274127197934
50.9434921695222,-0.422580696834433
47.8145498165752,-0.477590698973649
-28.1551029440628,31.7315005221151
24.2667309849618,37.4132575489101
48.446444068013,-0.948531061748266
50.8172910685927,-0.0118935878324899
51.4360575983559,-0.10759300844146
32.5996237835876,33.8084223188803
48.9157746156904,-1.11047775519451
25.9768641030048,37.4724388221438
31.7259355912271,33.0486107139749
28.2498289328249,36.0703832997322
28.1908395228902,36.6104760041133
-27.9505541273266,31.6132866427292
50.7949485884694,0.00238446656627316
49.3405229240756,-0.66008838829908
52.7541584260072,-3.5700324421534
52.0504625144462,-3.72336334559224
52.8663000864781,-3.59270623987765
53.1012359286398,-0.420452803571496
-28.1789263938873,31.5767306219154
1.74699141774499,-50.3384382075777
48.7735203485464,-2.19241147513898
51.7124591305205,-0.803957661000412
-28.1860257776621,31.8561346107936
49.0782467151179,-1.64879152725606
51.118506163599,-0.30791423632256
49.9315387650585,-0.878925056003573
48.0243850417325,-1.04971531704752
32.0971756384348,33.1900435916904
53.4289342585581,-3.27991017216961
48.432273239675,-1.34440694342637
50.2916774604118,-0.45303645766629
49.8115817080407,-0.458609546582855
53.6805539542285,-2.71055611167372
49.5222712755142,-0.397425474292502
26.8156790234305,35.2225606647059
31.1949131416987,33.261179520209
30.286915145497,34.9340222995024
30.7634376442831,33.7477439524645
29.3662549387545,33.3175593769752
32.0335480139316,32.4495911986224
50.3845884465051,-1.86135077586271
2.67575598008328,-49.7989642995652
30.3844055825337,31.8061609509621
51.0791554731106,-0.30679178077185
26.4002354587909,36.4208679739359
32.1446489734635,33.6852299986758
31.1958587460189,33.5455286719777
28.3281549159824,36.8708926591076
28.7719060361931,36.0936481740597
51.344819818951,0.128414564111453
48.9718457383983,-1.04060002810245
47.9655711740646,-1.11911624298039
49.5365138908117,-0.601793443440882
31.211532052523,33.7754869756405
26.9383818889406,35.628953517506
53.0916581320029,-18.7408179044929
27.4537280448174,37.9593706044041
2.92409356804619,-49.6728955962883
31.3511593657573,33.8869339183689
24.3664617221727,37.4987687454096
50.0427230793118,-2.53549284648737
32.4924982872866,33.9456884166908
26.2344382124877,32.7515786975825
31.59844957671,33.6349732359012
28.3747228006633,36.6694277654301
24.1361982399516,38.4578092827675
22.9301303872585,38.4818003055351
27.4486051261261,35.8436436815663
24.5073087772191,36.8819237006179
28.9184893470932,35.8170226598336
24.5189423957453,36.9492644681788
24.506169223811,36.6026988760332
27.6801107140703,35.2396365588964
25.2256171034313,36.4216730685891
53.357552485043,-0.711643729999875
49.7451948397013,-1.99118784532081
29.7472387795554,31.9225337545636
52.0564753686989,0.081715914554428
24.6987440474711,36.4974465048104
27.2987578172005,35.3725826467622
26.561668939019,35.6479069470114
32.259338642008,32.9200317712726
48.8630749938349,-1.15276936987046
24.9486543436356,33.7867902539472
49.3208767121667,-1.15727627309211
49.5018129908547,-0.145305605637749
52.3324154340233,0.0503522819788465
32.400992865417,32.9619850429943
22.6683368250417,38.9686790724595
53.6998542278016,-0.216290562777497
52.579919465844,-19.2740098845454
52.1981173046311,-0.425395209574991
52.1193732009606,-0.332267464044802
52.5267604414493,-0.470740047897115
49.8528817851197,-2.14772342232593
49.6383187708624,-2.17009975551874
48.1032088151062,-1.36330556299796
26.8108398502297,35.4018584507627
51.849905886145,-0.558610703645032
49.4893601414856,-0.731387781342963
51.3153854262365,-0.373020441115286
24.5013215174396,39.1796073953921
49.8092897184404,-1.51009916337373
54.18862726866,0.486223053377094
24.4192916113838,37.0877120062562
53.2209776395362,-0.365236303447277
28.2196361449891,35.8737742416167
55.0490606114892,-0.289088797166111
28.2476483580641,35.8836799949762
50.6253926901998,-0.156628585819075
53.7220583153742,-2.67205432366956
52.9862407742425,-0.668097127581095
52.261498587617,0.0936279321608512
53.6095523487874,-0.525284873675541
25.9949378799375,33.9900582423971
3.11766905296883,-50.1220188030056
1.5928010573173,-51.011673834126
52.0496878301845,-0.503273618836033
30.2547800599406,32.7490800296629
25.9700346728872,33.6712985214564
53.6515018818132,-0.143171760599344
50.7327060919484,-0.627886538296618
50.8595642446247,-0.419705316298401
27.964899412781,32.7389037034281
49.5480630853397,-2.11932716028388
27.5217551700947,35.6755494871003
27.5940723109266,35.605869372803
54.7990781037448,-0.22415269658363
28.0377817968324,35.7205970611777
26.4093862492076,35.9275572231344
31.5470952471463,34.0994632189469
24.4496493309409,36.9215782679626
22.7116635083757,38.1715505318693
31.3965502399546,34.2170154675077
27.6987477034661,36.7509837190701
23.8488983275686,37.7386962013851
26.182925679245,36.7554531701893
2.55026651105839,-50.7629925770675
3.02571087182227,-50.0907276770408
26.2981235221721,33.2580727068536
52.5675341806605,-0.508352559719006
31.0779438334691,34.629798051477
27.5428226050046,32.8932390632655
25.7707009924474,35.8891117562745
25.9117122974116,36.1598824333953
26.6618306502201,34.7341942400646
25.8142705304317,36.0186415109647
22.7303898040067,38.0399025133257
48.5255315258335,9.97244580475781
34.5367764433331,12.9732792829776
45.6824645221106,7.24033533884674
44.5073428800969,7.25257826636846
35.6966835105239,12.2447726498824
45.9898082399858,7.33729390757974
36.3154003379549,6.52287229329626
34.8103289568257,12.6530672775645
46.1667044480325,7.56943598525979
48.342366116575,-0.845568760581913
44.3226010034927,7.70565223965405
44.4567039265367,7.72839044595537
48.5671221673086,10.0834658646974
43.0598861088722,8.57423395580669
48.5503437459356,-0.934491376850919
37.1818792592093,4.95122130812303
33.1205292309307,14.2626061266219
30.9811081470891,33.9646827198136
44.1209824588766,6.27920405721513
-35.7605351052764,-22.8603467989249
44.2163048234213,6.6126673612161
44.2252950460653,6.55148172593265
33.854795692847,5.19572184134045
39.6917433970655,15.167216536937
27.1545510510019,37.9351874180503
27.9219976808692,36.9970675148858
44.5478804094164,7.21040611504103
48.0295750916659,14.3295165933829
43.5534712011765,6.7952191168813
47.9429761709059,14.2414269798635
44.2266646378835,6.71750731727685
46.7832236057139,14.2890800617265
32.5330671205158,5.85795107740448
36.6068541778158,11.6033826277281
44.8134563431332,9.727622089718
43.8454185299271,7.10447913235282
36.3597489868231,8.64780666598577
25.9940583093861,37.3632749657863
36.5691831043258,11.4867296856831
39.7424460799565,8.70546932970508
40.8958791367729,9.0201419510924
44.5407179343044,9.66244052726354
28.1484691659654,34.5936661037929
45.4782551796405,12.374056602108
37.7621708769839,11.5365153778759
44.2873013191038,8.29991026489481
45.763857347111,12.3850688352086
47.4516134318638,14.2180587432129
43.3865890858679,12.6649272562932
-40.1372619267179,-27.7463125161594
-39.8532441969761,-27.5471260315033
44.6487265955313,15.9129333966754
39.4418694600356,15.443463124741
46.0015415237361,13.2348419292253
27.5267139181433,10.0582519574348
44.3825956819193,8.52387041645795
38.3338411001245,15.309995051185
27.7559437135598,34.6955787246913
-38.6939078545026,-26.6906005946765
39.4564000292778,15.7929074354882
43.7694505624376,16.4454230597831
38.0106208982826,18.0842216851953
-35.4177632240765,-22.11411846745
46.4537915766048,13.382950468544
-39.6010187023804,-27.3634514946995
33.8651793855809,13.8641733665408
44.3763079237931,9.07693181339998
38.923415745787,15.6585548009065
43.2211768758988,5.68300604497763
30.1235674106364,3.33267627707679
41.1947822719085,13.045021325252
44.1414342947119,16.1737471001869
39.4426286537585,15.4351920584343
27.3595414095257,36.8166736116433
46.3868529403732,13.4276405528511
44.179561170028,12.0388886747947
48.760328386326,11.0907958814359
-35.4091451228745,-22.0234363976095
39.6475354393991,13.9614580234325
30.1773948807223,11.2239516238275
52.1245001346504,0.0919071650575706
47.0424208912472,12.3640519496724
27.1893852629282,37.9822639889439
36.2490904238008,8.56006270718122
33.341724571079,2.47543473482539
39.0782998445934,11.462136741158
45.667126008015,7.96865323626949
48.6221577080977,10.1997403071167
-38.1809571022952,-26.264235796218
39.9904084397078,12.5251140045866
45.943138538812,8.19312413871791
37.4097204657082,17.8085261710175
47.8198287248229,13.6300636578731
42.654716523035,9.01424937359685
46.7704363167198,17.1277889957132
39.9304861879082,12.3301694992387
30.5041217974715,34.9714528088423
51.7182114419563,-1.05120282383599
40.2096312749769,12.4225623633814
37.9540978190916,15.2931946014985
46.7115521509704,13.0951155415188
49.1884245894862,-0.890648875853128
44.0022295278466,16.3525136262491
45.4617407388483,14.6302350870407
43.1530505943577,16.8434732087289
22.1590643258029,40.4361045898226
37.9289681255555,18.1642718608087
46.4697846818622,12.0284135287887
43.6106743230688,16.3875097812294
25.061803798957,33.8157692119425
38.0717583593885,14.2085221606163
37.5647575161723,17.531020446393
40.8758489927413,9.48693390870181
36.421724584177,16.8100295006039
45.3740932907966,10.6932657192099
45.2869078037803,10.8085262191833
29.8161656198584,9.71926593867418
41.9862986977439,17.9146932149562
-43.3880708793012,26.083944351329
46.5023896062075,11.7658830353903
37.4806850997686,6.36855728386104
28.4446399555568,34.3925222058652
45.0859867310436,9.65094919432496
41.9346390880071,8.95705477569006
37.3740874163046,5.58228269226263
25.1427818191507,37.7222230360389
44.3836829120048,16.0515379414255
44.3108651299712,16.5038759285201
37.5753095606602,16.9494507101073
44.5956814405444,16.5384459070716
35.9882421335692,18.9435365358431
43.3089001108762,16.6110333314859
-36.9096845526108,-24.8711778707423
45.5235378963797,13.7114395530005
24.271561320314,36.6918142374359
37.9935850445856,17.3683404231655
38.8445497700461,17.7149879859733
23.7318337395642,37.8772638010278
42.9995886875212,13.4876165506314
40.1731747937966,12.3614484644751
45.2201040291356,16.4906949837591
-35.3960232772313,-21.9755308785243
43.7486127113858,16.6642004734425
37.5605330157299,16.2900344598805
44.2627308173791,16.4335014094884
23.8765170740658,36.8045148935985
-40.10218880863,-27.7180812438467
23.2408177320442,39.7994833960216
44.0337018103167,16.3723561894915
39.024254616888,15.4329001442397
43.3513916607371,12.9329892549873
35.1799350101215,16.7274765566888
22.6957192310725,38.9135768812154
28.0911797983643,34.6087230547008
23.778607112308,37.6027713611165
45.4268436194521,13.6303931341204
31.7842947844193,16.7195793380461
43.279787324362,16.7360228799237
44.8217521378095,9.09565494239862
-35.3708273429516,-21.5224224701486
-35.4036919688252,-22.0030476382365
33.5570866540311,11.3032882569288
39.8352118428976,12.293612511381
33.709554707242,11.9461315712988
34.4085344928671,9.1842022796601
34.2830889516882,7.99591859341637
44.1128986964514,11.9220239094877
-35.3822814387908,-21.8950880181204
46.128214560034,11.492073139839
46.9850771397729,8.19600200320529
36.7635658106099,16.4123164010884
45.4892448477323,14.6002939831563
35.6372976945793,12.4456160232646
36.1645467863168,4.77989417876944
32.0315166086638,32.2873853034063
32.9760113743378,9.4401343536012
35.3622081140057,7.00582512610741
46.0394564787764,13.3926520844689
40.1540089861256,3.79016340452133
41.9216838965279,11.9325613693132
45.8295007473193,18.5067643526964
51.9082232063881,-0.203018293107467
35.3479404083257,6.89228409935336
40.3893651201583,3.72653395300331
40.8542426531712,4.15055449375343
35.824841980268,4.20828137835673
40.9601790477188,17.970648120215
25.2634336344782,36.1724797145427
33.3530657810821,2.45711155516595
41.7180346703274,15.405724195258
30.1857681583647,11.2032342416314
41.3781573652863,5.12061048718562
-43.0994952677714,26.2774642430307
-43.1835618645349,26.2193074192424
39.9269907404791,15.31809492932
39.1638398883974,5.90358260034027
34.6556121327692,6.61659199181036
39.5472255572242,6.5607596451065
31.827284735789,32.1799062171975
39.0712059459572,14.3424379644274
35.8397647929343,12.1400777461215
40.9400269341875,5.95018178562806
34.1363290542215,5.52532810286132
34.8733300005223,13.7420074558656
43.2009182801262,9.83535082048429
40.1957378045332,3.89512010365071
41.2454021787139,4.25154017884096
31.990621535221,7.49784257523917
38.2932579002166,9.2477421037874
-35.3720076229823,-21.3829069692725
39.5291367514106,15.0718752510344
41.3651184411263,4.2154747189209
41.6141338254126,5.64204656775225
30.577304234254,10.8950923564286
41.7743172083849,5.46448514140569
48.078183136723,8.81045532553641
41.4520725294886,5.31564182122294
41.1166725403972,4.33339323492831
43.5620109560196,6.19066106223668
41.7794128949022,5.56529589558897
38.6234387508908,9.93807272765833
39.255982485562,14.1040907658924
41.2528161255805,5.09921661480419
41.1499461959768,4.38077657369136
26.1712976726959,35.9896898316315
40.1579106321212,14.649259377493
31.288529251399,34.0895305850728
27.3621212374308,36.3272060223865
42.0055962282301,5.33155145034145
36.1719970968983,13.5607246080954
39.0197779281676,3.6212691270424
31.3616447567595,34.1740170180727
30.1037135951456,11.0440041627025
41.4525401710115,5.08156676312674
43.9775386290709,6.36736585175279
-38.3668095308949,-26.41806168473
36.6300522928319,10.078118826084
30.6047456603728,34.5170583731845
-35.8964176333745,-23.1204008982948
41.2355356264843,5.0097796277564
35.2129023235336,14.4082283981585
25.6962559659141,36.0999747239816
45.4367235169199,18.6812357736526
32.2392094057494,7.29877675185848
39.0948688627437,11.1824865992945
-40.238203635571,-27.8191773514732
41.4941332844314,5.21315665357806
40.9623450871283,4.15317259149022
41.1730254979554,4.90366293449705
31.1506751232467,33.9830040097807
43.017246093188,10.2283985521706
51.7001210586717,-0.521477441426584
39.9857997818583,9.68550857002814
30.9729026732267,6.21215218000747
34.1459888530858,5.9910303791164
34.1659938081683,6.34219894120864
-35.3972552946457,-21.9841471782033
50.0136520490738,-1.68516819708259
27.602344503497,34.2652429005759
53.8388737619609,-0.494690910122263
53.7264053702106,-0.180261176269438
22.5370526138116,39.1380434354785
49.9491706600494,-1.84599767423354
50.1220723005164,-1.82294467856321
28.0943436145939,32.4884751195341
48.7022864726425,-2.19610226525698
23.9938433707564,36.8445862251702
51.4348884833437,-1.47416162217456
53.9699857782197,-0.358297497189894
23.6671324485749,36.9432752703802
53.6482662148503,-0.383591359397046
24.6541548034788,34.7144209197461
22.6526070798581,38.996057996833
51.7816861920094,-1.25733826080277
24.1327162204984,35.1440858966336
26.6899851832835,37.5385718988401
30.0734837815749,31.2629111452867
26.2731951518565,34.2222216601363
53.3938813305351,-0.730929102710772
48.4896944585128,-1.63083459963793
25.1718043843897,34.3855716234351
53.0468996010555,-18.7882254082261
27.895092975824,38.6992834909765
24.1123116910192,39.8173545871645
22.7592532622337,39.4544822282915
23.6441678539547,39.4041872659559
27.6069376385015,38.9931022757776
28.0631442257037,33.9627225466469
30.6822162837504,33.2908840899982
26.2396038102921,39.600710051463
24.6491130439308,39.9456918784019
22.4886173361376,39.1317275133139
23.9678910272832,38.8119639064523
26.0602739568322,34.9109360818403
22.4997970657808,39.3057303150808
30.3504923284011,32.9378539604917
28.4493940387022,31.6248927528546
26.3441387369398,34.8174122768938
22.0473806014039,39.8689957740531
26.0062224698239,39.3263378669583
23.4271151102111,39.8422429532391
27.8503233039761,34.6071413209075
25.8739268782582,39.4113423081199
27.4533411392049,33.3917905944339
32.3633731127075,3.22321081087013
32.3336393787531,3.27312608658383
31.3781462877251,16.6863768737758
25.4379302375833,35.4333257509753
